"theta1","theta2","theta3","theta4","theta5","theta6","theta7","theta8","alpha1","alpha2","alpha3","alpha4","alpha5","alpha6","alpha7","alpha8","a1","a2","a3","a4","a5","a6","a7","a8","d1","d2","d3","d4","d5","d6","d7","d8","y"
1.2562831,-0.29358659,1.1321597,-0.41937399,1.3153486,-0.32393519,0.0013996315,1.5324583,1.5707963,1.5707963,0.78539816,0,1.5707963,0,0.78539816,-0.78539816,0,0.26055655,0.27408207,0.32035581,0.42079239,0.27359053,0.29366269,0.33482586,0.28381442,0.36105003,0.35885602,0.22313635,0,0.42642945,0.3635768,0,2.2131444
-0.53238098,-0.47128698,-0.96512655,-0.83899858,1.5603316,-1.5215616,-0.32118252,-0.85838088,-0.78539816,0.78539816,-0.78539816,1.5707963,0,0,1.5707963,0,0.4137995,0.34699665,0.24291046,0,0,0.30040303,0.40501591,0.22011727,0.34005587,0.33928015,0,0,0,0.27596285,0,0,1.7573838
-0.52641373,-0.71065382,0.37653051,1.1806229,0.42941025,0.85978973,-0.84021321,-0.0044753056,0,1.5707963,-0.78539816,-0.78539816,1.5707963,-1.5707963,1.5707963,1.5707963,0.39776651,0,0.31364063,0.37858761,0,0,0.32510928,0,0.22005145,0,0.28829105,0.19976878,0.30316984,0,0.36567087,0,0.92884436
0.49275407,0.47934601,1.3248319,-1.1584418,-1.4820668,0.59212115,-0.7853926,0.87893426,0.78539816,0.78539816,-0.78539816,-0.78539816,1.5707963,1.5707963,-1.5707963,1.5707963,0,0.41404504,0,0,0,0,0.38679718,0.26621253,0.31757669,0.28201034,0,0.42402377,0.36733557,0.33125178,0.22302661,0,1.2868857
-0.98093486,0.50600696,0.1677275,0.98755093,0.73449659,1.3666468,1.0485201,1.2846856,-0.78539816,-1.5707963,-1.5707963,1.5707963,-0.78539816,0.78539816,0.78539816,0,0.30794087,0,0.38377356,0.20922718,0.25183777,0.24400058,0.29454417,0.30039798,0.34671931,0,0,0.35619607,0,0,0.35870102,0,1.7818607
1.5542876,0.56802563,-0.49325245,0.56916573,-0.18121578,-1.4903568,-0.50873858,1.0458883,1.5707963,-0.78539816,-1.5707963,1.5707963,-1.5707963,-1.5707963,1.5707963,1.5707963,0,0.31298962,0.13702727,0,0,0.35478303,0.21236565,0.36982701,0.25886617,0,0,0,0,0.3405541,0,0.36712637,1.4978217
-0.1687545,0.60132756,0.0087448525,-0.6801189,1.4972302,-0.20933845,0.23238623,0.7157047,0,0,-0.78539816,-0.78539816,-1.5707963,0.78539816,-1.5707963,1.5707963,0.33769465,0.41371136,0.32592144,0,0.14361225,0,0.31462391,0,0,0.26454743,0.28617283,0.30856445,0.22252506,0.22608952,0.40308277,0.36482467,0.67610569
-0.99482605,-0.48533956,-1.5274703,0.90120774,0.98022066,0.056812108,-0.20306122,-1.0802476,-0.78539816,-1.5707963,1.5707963,1.5707963,0,1.5707963,-1.5707963,0.78539816,0.241093,0.27477988,0,0.35502655,0.41264994,0.41145166,0,0.3853607,0,0.30932456,0,0.22830013,0.29991317,0,0.28000407,0,1.0862459
0.44849829,1.2300196,1.2590203,-1.4144839,-0.79848739,0.70617952,-0.17791336,0.60630078,-1.5707963,1.5707963,1.5707963,0.78539816,0,-0.78539816,0.78539816,-1.5707963,0.3066916,0.28254108,0.31791827,0,0,0.30362299,0.26212916,0.21824189,0.31200535,0,0.16347104,0.30914329,0,0.2372905,0,0,1.2602245
-0.29243886,-1.5689771,0.73139481,-0.49941102,0.73462741,0.42367187,-1.3373513,1.2328996,-0.78539816,0.78539816,0,0.78539816,-1.5707963,-1.5707963,1.5707963,0.78539816,0.13688971,0.30179825,0,0.34945833,0.26072336,0.31813093,0,0,0.32562777,0,0,0,0.30763802,0,0,0,1.0824065
-1.5004903,-1.1769193,-1.0156536,1.3243052,-0.58677549,-0.47625107,0.42637875,0.17483034,1.5707963,-0.78539816,0,-1.5707963,0.78539816,-1.5707963,0.78539816,-0.78539816,0,0.32935368,0,0.24323404,0,0,0,0,0,0.34685061,0,0.23595062,0.22901493,0,0,0.26007653,1.34658
-1.4545299,-1.5521827,0.25107802,0.70938887,0.35469918,-1.3136672,0.30838328,-0.63004667,1.5707963,0.78539816,-0.78539816,0.78539816,-1.5707963,1.5707963,0,-1.5707963,0.33834166,0.40059397,0.32048921,0.31061886,0.3072622,0.33819895,0,0,0.35406986,0.324153,0.38896617,0,0,0.2160566,0.17723087,0,2.4086621
-1.544065,-1.5449583,-0.85088826,-0.34929649,1.0106072,-1.3160794,0.60798386,-1.2162191,1.5707963,-1.5707963,0,0,1.5707963,-1.5707963,1.5707963,1.5707963,0,0.39875726,0.38712373,0,0.28911169,0,0.27559208,0.30577494,0.37504054,0.30343755,0,0.20407518,0.25998249,0.36656053,0,0,1.1704373
-0.48986025,1.0331511,0.58750969,0.24958907,0.81733557,-1.2257832,0.82606057,0.90207824,0,-0.78539816,1.5707963,-1.5707963,-0.78539816,-0.78539816,0,-1.5707963,0.2602987,0.435967,0.20631498,0,0.30718457,0.23262202,0,0.21594404,0.31310132,0,0,0.17012164,0.33429027,0.28498383,0,0,0.89495043
-1.0294882,1.2845841,0.98073493,-0.72473112,-0.60116594,-0.43393656,-1.5352252,-0.63016285,-0.78539816,0,1.5707963,-1.5707963,0,-0.78539816,0,-1.5707963,0.48798381,0.27976392,0.31560941,0.36354503,0.3910584,0,0.35286686,0.22753349,0.31138131,0.27964354,0.35803863,0.29812193,0.23441283,0.35704918,0,0,1.9620097
-0.3244352,1.0223982,-1.0648868,0.10104892,-1.2724595,-1.4050857,0.076046261,-0.51869727,0,-0.78539816,0.78539816,0,-1.5707963,0.78539816,1.5707963,0.78539816,0,0.30905281,0.40160164,0.19469244,0.20229164,0.30543089,0,0.31945844,0,0,0,0,0,0,0,0,0.92517582
-0.64948461,1.1465501,-0.46220483,0.88213675,0.89665375,-0.1603813,-0.041988206,1.1625711,-1.5707963,0.78539816,1.5707963,0,0.78539816,0,0,0.78539816,0.20964693,0,0,0.29766707,0.29543954,0.37075537,0.26303295,0.21945072,0.29572747,0.25322847,0.29818229,0.4036025,0,0.38740355,0,0,1.4431249
-1.4232228,-0.019269521,-0.27879794,1.4993377,0.65463696,0.62590754,-1.5657565,1.4520016,0,0,1.5707963,0,-1.5707963,0.78539816,1.5707963,-1.5707963,0,0.34404472,0,0,0.20430141,0.14223281,0.12591352,0,0.35527662,0.31249986,0,0.26583526,0,0,0.3039959,0,1.1919383
-0.83078263,1.4157235,-0.35783151,-1.0657972,0.50695622,0.41389904,0.91496368,-0.30142704,1.5707963,0.78539816,0.78539816,0,0,0,0,0,0.24747489,0.41640166,0.20357504,0.31143282,0.25293698,0.27519653,0.3500937,0,0,0,0,0.3104022,0,0.26444424,0,0,1.2139504
0.43416645,-0.88424361,1.3924457,1.1119237,-1.2338216,0.81335524,0.99195635,-0.62188565,0,-1.5707963,-0.78539816,-0.78539816,0.78539816,0.78539816,-0.78539816,0.78539816,0.32193024,0,0.36863384,0.34817335,0,0.16696941,0.49122666,0.36387066,0.23978891,0.22915641,0.29777376,0.29660658,0.27750422,0.15489316,0.40439964,0.33498421,1.7807239
0.78028167,1.1863646,-0.45922833,0.64266418,0.46131546,-0.12173028,-0.74392827,0.33640497,-0.78539816,-1.5707963,-1.5707963,-1.5707963,0.78539816,0.78539816,-1.5707963,0.78539816,0,0.22846262,0.30658021,0.21193173,0.37508837,0,0.27198608,0.23814389,0.28937238,0,0,0,0.36587648,0,0,0,0.85585501
0.66314308,-0.92502664,0.81923757,-0.67475036,0.62025427,0.80913301,-0.8560295,1.2065051,-1.5707963,1.5707963,0,1.5707963,1.5707963,0.78539816,-0.78539816,-1.5707963,0.17352345,0,0.32903734,0.30204096,0.2967832,0.25927982,0.38153026,0.31320858,0,0.31990902,0,0.36390385,0,0.19412043,0,0.25678166,1.2529979
0.50318201,-0.18729953,-0.067404099,1.2542557,0.1891808,0.26993708,0.37271442,-0.12453366,-0.78539816,0,-0.78539816,0.78539816,0,1.5707963,0,-0.78539816,0.33664899,0,0.27523984,0.4279436,0.11414711,0.41040604,0,0.27938229,0,0.30405025,0.34715528,0.28105779,0.28235231,0.23061103,0,0,1.6297969
0.35521481,1.0693221,-0.95442491,-0.047303869,-0.21319147,1.448166,1.4084391,-0.26517241,1.5707963,1.5707963,-1.5707963,0.78539816,-0.78539816,0.78539816,1.5707963,-0.78539816,0.14305407,0,0.37536248,0,0.24966395,0.38459116,0.2805693,0.30509887,0.26246687,0.34393699,0,0.32599606,0.36018835,0.24111129,0.3113649,0.28901838,1.6015661
0.49513717,-0.30858222,0.42814021,1.505259,-0.35689291,-0.99884229,1.1288564,0.61201349,0.78539816,-1.5707963,0.78539816,-1.5707963,1.5707963,0.78539816,-0.78539816,-0.78539816,0.24612405,0.27146897,0.24868665,0,0.22087451,0.39820416,0,0.28889492,0,0.41438063,0.25640449,0,0,0.37478596,0.27239943,0,1.3777815
-0.19706402,-0.8163623,-1.266038,-0.29297273,-1.1169032,-0.7754401,-1.495436,-1.0516609,-0.78539816,0.78539816,0.78539816,-1.5707963,-1.5707963,-0.78539816,-1.5707963,1.5707963,0.35856215,0.31114982,0.48852611,0.3444328,0.26591531,0.27778423,0.33038181,0.32863047,0,0,0,0.27565389,0,0.33728067,0,0,2.2108078
0.95999248,-0.62626576,-1.3132605,0.86156384,0.7029445,-1.1418111,1.5701508,0.14538672,-0.78539816,0.78539816,1.5707963,0,1.5707963,0,0.78539816,-0.78539816,0.26222349,0,0,0.35306527,0.38037248,0.36612798,0,0.23750805,0.33457237,0,0.27870982,0,0,0.25547911,0.24229977,0,1.6338661
-0.87968777,-0.57734371,0.96396177,0.11222394,1.1921936,0.11940267,-0.67701829,0.20212387,1.5707963,-0.78539816,1.5707963,0,1.5707963,1.5707963,0.78539816,0,0,0,0,0,0.45289069,0.25543889,0.34627278,0.23474781,0,0,0,0,0,0,0,0,1.7029211
0.34422118,-1.4883241,-0.90218044,1.5210174,0.6006784,-1.4770019,0.89421119,-0.37172866,1.5707963,0.78539816,-0.78539816,0,-0.78539816,0.78539816,-1.5707963,-0.78539816,0,0.29267919,0.18767223,0.35140228,0,0.24242601,0,0,0,0,0.28266321,0.35474021,0.26022386,0.23185505,0.24957541,0.30233262,1.2675647
-0.84483054,0.93183767,0.55639344,-1.2168197,0.67969014,0.72131569,-0.25326516,0.23045991,0,1.5707963,-1.5707963,0,0,-1.5707963,1.5707963,-1.5707963,0.18704813,0,0.43803892,0.23442986,0,0.17975642,0.20829946,0,0,0.31976656,0,0,0,0.26019985,0.3303078,0.23004936,1.2479401
0.73169008,1.3215176,-0.31342581,0.70325663,0.96253492,1.2637771,-0.0068437627,1.2158093,1.5707963,-1.5707963,1.5707963,0,-0.78539816,1.5707963,-0.78539816,-0.78539816,0.27470983,0.33282485,0.14546983,0.34828101,0,0.34738433,0,0.28666574,0,0.16452351,0,0.36276015,0.28914003,0,0,0,0.67395276
-0.1895231,0.26019722,0.037707397,-0.85348751,-0.052445538,1.3353814,0.21759795,0.3549439,-0.78539816,1.5707963,0,1.5707963,1.5707963,-0.78539816,-0.78539816,-0.78539816,0.4027011,0,0.32905377,0.30138141,0.47772126,0.34647066,0.35349805,0.31121602,0,0.24581717,0,0,0,0.29093887,0.28936582,0.22754683,1.2080516
0.93618467,1.3597606,1.5519995,-0.18778626,1.177019,-0.45125131,-0.37609081,-0.073884648,-0.78539816,-0.78539816,-1.5707963,0,0,0.78539816,0.78539816,-0.78539816,0.31213066,0.23687496,0.23762258,0,0,0,0.3030145,0,0.42140952,0.30881384,0,0,0.30684806,0.24041758,0,0,0.50206663
-0.3015128,-0.13663938,0.0060939133,-1.2521573,0.52171431,0.26725247,-0.76524902,0.1400323,0.78539816,0,-0.78539816,-1.5707963,0,0,1.5707963,1.5707963,0,0.24738292,0,0.40541564,0.28527639,0.22161249,0,0.26005184,0,0,0,0,0,0,0.32109135,0.2135398,1.4588929
0.65026551,-0.5883866,0.72007961,0.96309584,1.2663955,0.018152576,0.35585473,-0.74201362,1.5707963,0.78539816,0,0.78539816,0.78539816,1.5707963,1.5707963,0.78539816,0,0,0.25637738,0,0.27170498,0.29701512,0.38076524,0,0.27174367,0.3026547,0.28052473,0,0.26348238,0,0.26994314,0.32815392,1.5563102
-1.5300388,-1.4264146,-0.25712995,1.2484844,0.57928801,0.29796266,0.1597073,1.2805391,-1.5707963,-0.78539816,0,-1.5707963,1.5707963,-1.5707963,0.78539816,0.78539816,0.29060603,0.192425,0.31292015,0,0,0.23589936,0,0.3997421,0,0,0.28257295,0.29902421,0.44241374,0,0.23770321,0,0.86023281
-1.2956753,1.1057925,-0.60688157,0.89279789,1.00765,-0.75161233,-0.0044502853,0.60227855,0,-0.78539816,0,1.5707963,1.5707963,0,0,0.78539816,0,0.21179696,0.3060861,0,0.36483674,0.33584412,0.28388088,0.3708107,0,0,0.15325573,0.29347905,0,0.34317032,0,0,1.4342542
-1.5306889,0.21389212,0.9028803,0.81660426,-0.95058596,-1.4996378,0.58614304,-0.72853702,1.5707963,-1.5707963,0,1.5707963,-1.5707963,0,0,0,0.3045774,0,0.33920333,0.3146762,0.29928058,0.36155531,0.35553704,0.21274363,0.36542705,0.3260622,0.30349081,0,0,0.40423959,0,0.22563655,2.1000084
1.506168,-0.78846932,-0.56604205,-0.72610021,1.5212399,1.1979235,-0.96738467,-1.092173,0,0,0,-1.5707963,-0.78539816,1.5707963,0.78539816,-1.5707963,0.26381395,0,0.3766919,0,0.20487423,0.23174979,0.29951437,0.29058044,0.27412139,0.25893867,0.33307964,0.19454799,0.2134842,0,0.26798427,0,0.38939324
1.512788,0.51787893,-1.3621117,-0.22610196,1.2315189,1.325471,0.1582429,-1.3405572,0.78539816,-1.5707963,-0.78539816,0,-1.5707963,0.78539816,-1.5707963,-1.5707963,0.3413304,0,0.19997954,0.16655933,0.1675194,0.21380007,0.36039977,0,0,0,0,0.051618022,0,0,0.30933008,0.29737409,0.65635446
0.16023141,0.66446812,-0.64616235,0.43521502,1.0311327,1.2221526,0.98617754,-0.35697679,0.78539816,0,-0.78539816,-0.78539816,-0.78539816,-0.78539816,1.5707963,-1.5707963,0,0.38153794,0,0,0.26577373,0.33353727,0,0.2321095,0.31268412,0.21997697,0.20142067,0,0,0.37397671,0,0,0.2713438
0.55220886,0.70968788,-0.90304602,-0.460429,-0.68745733,0.68239795,-0.89243328,-1.1627794,1.5707963,-0.78539816,1.5707963,0.78539816,-0.78539816,0.78539816,-0.78539816,1.5707963,0.22123366,0.30634779,0,0,0,0,0.22262543,0.42290763,0.16825064,0.34193239,0,0.18659217,0.31401953,0.26838399,0,0.36908075,1.2517441
1.4729708,0.47049783,0.26831549,1.3929511,0.18084069,1.4693676,-0.39880442,1.4529005,-0.78539816,-1.5707963,0.78539816,1.5707963,1.5707963,-0.78539816,1.5707963,-1.5707963,0.43897071,0.26187537,0.34240033,0,0.45947125,0.25033702,0.40446309,0.19359201,0.35652492,0,0,0.27031606,0.28872716,0.24512257,0,0.36229013,2.009527
-0.9772836,-0.9590098,1.4342071,-0.72161742,1.4652781,-0.016454946,-0.098119189,0.24693206,0,0.78539816,-0.78539816,0.78539816,0.78539816,0.78539816,0,-0.78539816,0.36533311,0.38421032,0,0.33354141,0.33819965,0,0.23544825,0,0,0.26361799,0.33307179,0.44042548,0.32108901,0,0.34379068,0,1.4023367
0.04442299,-1.0818558,0.78701774,1.3020212,-1.2636609,-1.1824464,0.3392537,-0.15371372,-1.5707963,-0.78539816,0,-0.78539816,-1.5707963,1.5707963,-1.5707963,-0.78539816,0.26437674,0.20764157,0.41037073,0.30194652,0,0,0.30317672,0,0.34472785,0,0.28682421,0.34424942,0,0,0.32500732,0,0.86886779
-0.24964963,1.3063935,-0.035106148,0.59039487,-1.5246205,-1.4675711,-0.82337163,0.30873727,-1.5707963,-1.5707963,-1.5707963,-0.78539816,-1.5707963,1.5707963,-0.78539816,-1.5707963,0,0,0,0,0.22348356,0.30766956,0.41441629,0,0.35623635,0.17711267,0,0,0.28840402,0,0,0.30555004,0.77881818
1.2065825,0.051541996,-0.81325012,0.77485987,1.1682657,0.087945691,1.554682,0.91486987,1.5707963,1.5707963,1.5707963,-0.78539816,-0.78539816,0,0.78539816,0.78539816,0.22444519,0.27924001,0.21561492,0.29581172,0.33817655,0,0.42023022,0.32003655,0,0,0,0,0.28865103,0,0.34152398,0.3335875,0.80157064
0.68355278,-0.33277828,-0.96957772,-0.25165679,-1.0119227,1.1975732,-0.57125096,-0.30773009,-1.5707963,0.78539816,-0.78539816,0,-0.78539816,1.5707963,0,1.5707963,0,0.29363126,0.33332836,0.25982207,0,0.27741205,0.22382001,0.21488737,0,0,0.2190782,0,0.20510865,0.31570519,0.30754888,0,1.0303457
-0.70251834,-1.1205493,0.77634512,0.99811325,-0.81532763,0.41566099,-0.88781601,1.0413447,0,0,1.5707963,-0.78539816,0,1.5707963,1.5707963,1.5707963,0,0,0.43184296,0.23369964,0.221363,0.32740004,0,0,0.29793144,0.3039153,0.34966666,0,0,0.25986157,0.26809539,0.29046717,1.0199022
0.16741158,-1.180599,-0.029031243,-0.98123703,-1.430949,-1.0675987,-1.4959096,0.41390004,0.78539816,-0.78539816,0.78539816,0,-1.5707963,-0.78539816,0.78539816,1.5707963,0,0.27545623,0.22448575,0,0.29190378,0.11810576,0.34055326,0.31874678,0,0.32605116,0,0,0.37492792,0,0.29065022,0.34884564,1.630824
-0.057979776,-0.57237161,-0.2930266,1.1191897,1.5064189,0.28645713,1.5651021,0.11557604,1.5707963,-0.78539816,1.5707963,1.5707963,0,0,1.5707963,0,0,0.2820015,0.25763194,0,0,0.11084595,0,0.32509331,0.25693077,0,0.25132067,0.29103435,0.32569502,0.18635983,0.31641803,0,1.2161215
-0.65974851,1.4287942,-0.5904224,1.061962,1.0071409,0.11542081,1.5148555,0.70902386,0.78539816,0,0,0.78539816,1.5707963,-0.78539816,1.5707963,0,0,0,0.30620072,0.27083834,0,0.34411569,0,0.2535326,0,0.2364895,0.24372836,0,0,0,0.28975343,0,1.0270996
-0.95982546,0.29177647,-0.13898939,1.3502106,1.2665563,-0.4204146,-0.46637136,-0.029811951,-1.5707963,1.5707963,-1.5707963,0,0,1.5707963,-0.78539816,0,0.1945373,0,0.20435644,0.29641422,0.33069217,0,0,0.18053524,0,0.46307291,0.42451208,0,0,0.3818687,0,0.18840238,0.59970184
1.5177488,-0.92880019,0.22907868,-1.4671558,-0.12751117,-0.51408084,-0.77691986,-1.2330075,-1.5707963,0,0,-0.78539816,-0.78539816,1.5707963,0,0,0.27403686,0.27828069,0.31122293,0,0,0,0.34462264,0.24750031,0.38003689,0.21308886,0,0.37214698,0.36981074,0,0.30427801,0,1.2993991
1.5643274,-0.33774734,0.33833088,0.044382028,1.3712934,0.60459171,1.462175,1.2380086,0.78539816,0.78539816,-0.78539816,1.5707963,-1.5707963,-1.5707963,-0.78539816,0,0.15502609,0,0.33362564,0,0.32962046,0,0,0.32079697,0.3622895,0,0.26602866,0,0.29638339,0.42291149,0.27523775,0,0.78533262
-0.21247532,0.91819556,0.60963268,1.3628534,0.12508088,0.5088731,1.2150336,0.71663749,-0.78539816,-1.5707963,0.78539816,-0.78539816,1.5707963,-1.5707963,0.78539816,0.78539816,0.32447246,0.32051416,0,0.3024441,0.32230846,0,0.27810763,0,0.29084539,0,0,0.41665989,0,0,0.25519664,0.42389651,0.89436403
-1.152831,-1.428591,0.86390239,-0.83381345,0.7421972,-1.1561562,-0.76650422,1.0350132,0.78539816,-1.5707963,-1.5707963,0,1.5707963,0.78539816,0.78539816,-0.78539816,0.33474567,0,0.32781442,0.13599635,0.23893237,0.45912519,0,0.38211862,0,0,0.43864607,0,0,0,0.42555068,0,1.788547
1.5382207,0.7086036,-0.27702939,-0.19257799,-0.81781417,-0.53490247,1.1323525,-0.3202177,-0.78539816,0.78539816,-0.78539816,1.5707963,-1.5707963,0.78539816,-1.5707963,1.5707963,0,0.2654572,0.35565323,0.32254446,0.24770418,0,0.32865217,0.25982347,0,0.35523013,0.32842648,0.29460867,0,0.50422478,0.24310198,0.34073314,2.4193502
-0.015482936,0.53048265,-0.018056442,1.2598728,0.34683281,1.5646472,-1.2472877,0.68312018,-1.5707963,0.78539816,-1.5707963,-0.78539816,0.78539816,-0.78539816,0.78539816,-1.5707963,0.33082112,0.20666757,0.38664243,0,0.35421572,0.24522593,0.2849771,0.2699403,0,0,0,0,0.31087511,0,0,0,1.177258
1.0726818,-1.0374324,-0.28757258,-1.4627942,0.92231876,0.79323286,-1.0545632,0.82152262,0,-1.5707963,-1.5707963,0,0.78539816,1.5707963,0.78539816,0.78539816,0,0.33940506,0.21867458,0.29467539,0.40805177,0,0,0.32533941,0,0,0,0.14614815,0,0,0.33602838,0,1.1826989
0.059927512,-1.2495411,0.50923965,1.0924823,-1.2585675,-0.40041291,-0.44835025,1.2580886,-1.5707963,0,1.5707963,0.78539816,-1.5707963,1.5707963,0.78539816,0,0.29087322,0.21119482,0.41707013,0,0.3392586,0.16047793,0.31468286,0.49320882,0,0.28453212,0,0.33549708,0,0,0.21669271,0.331625,1.9381485
-0.35709267,-1.2145422,1.2582279,0.97541897,1.0361569,0.84174938,0.69008256,-0.54243156,0,0,0.78539816,0,-1.5707963,0.78539816,1.5707963,-0.78539816,0.19437486,0,0.26235461,0.31334175,0,0.18958929,0.21085632,0.2988739,0.4719774,0,0.2615823,0.29910223,0,0.34063079,0,0.26357326,0.99596882
-1.125011,1.1871012,-0.64546886,-0.47571054,0.086275267,-1.3873968,-1.0774168,-0.0042016477,-1.5707963,0.78539816,-1.5707963,0.78539816,1.5707963,-0.78539816,-1.5707963,-0.78539816,0.34537658,0.36288145,0.32974622,0.34449069,0,0.3776883,0.16715081,0.25540732,0,0.24095316,0.41516666,0,0.24364726,0,0,0,1.5351786
-1.3080844,-0.1092821,1.127405,1.3513365,1.3399244,1.1727628,0.27153757,-1.0021936,1.5707963,1.5707963,0.78539816,0,0,-1.5707963,-0.78539816,-1.5707963,0.12529443,0.27876318,0,0.14410798,0.27552116,0.3235997,0.37162249,0.32355292,0.36552093,0.27064488,0.34018692,0.31883986,0.25562777,0,0.17263067,0,1.6786009
0.34642111,0.92841082,-0.49001502,-1.5681077,-0.36556213,0.95245047,1.420499,1.3647223,0,0.78539816,0.78539816,0.78539816,-1.5707963,0.78539816,0.78539816,0.78539816,0.29327379,0,0,0.25297375,0,0,0.28151129,0.38841471,0.32545223,0,0.299976,0,0.25682706,0,0,0,0.7814475
0.35218425,0.40012319,-1.2794664,0.20969297,-0.5571677,0.77015945,0.7082188,-0.46125346,1.5707963,0,0,-0.78539816,0,1.5707963,1.5707963,1.5707963,0,0,0.32349209,0.34950476,0.29049121,0.34889084,0.30514598,0.22701697,0,0.21825802,0,0,0.21435628,0,0.37339284,0.27881967,1.754929
-1.3032347,-0.28140247,-1.4344099,0.45541526,1.2445446,0.33797738,0.38625165,1.2010113,0.78539816,1.5707963,1.5707963,1.5707963,0.78539816,1.5707963,0,1.5707963,0.27609037,0.22083747,0,0.44015693,0.40622532,0.21475726,0,0.15429021,0.29355762,0,0.22396225,0,0.16103504,0,0.2699741,0,0.62704816
-0.44067788,1.4023687,1.3829259,1.3327814,0.50060627,0.50449664,-0.083521145,0.55203145,0.78539816,0.78539816,1.5707963,0,-0.78539816,0,0.78539816,-1.5707963,0,0,0.29737129,0,0.30012844,0.36435717,0,0,0,0,0.41414945,0.41184375,0.31473094,0,0,0,0.82726938
-0.88577271,0.82559497,-0.64007585,-0.94156281,-0.64400341,-0.97855328,-0.30746743,0.31479261,0,0,1.5707963,1.5707963,1.5707963,-1.5707963,0.78539816,-0.78539816,0,0.34955246,0,0.38313362,0,0.21920628,0.3359304,0.30184617,0,0,0.23147915,0,0.34844006,0.33392038,0,0.23771994,1.2655111
