"theta1	      u  [-3.1416","theta2	      u  [-3.1416","theta3	      u  [-3.1416","theta4	      u  [-3.1416","theta5	      u  [-3.1416","theta6	      u  [-3.1416","thetad1      u  (-Inf","thetad2      u  (-Inf","thetad3      u  (-Inf","thetad4      u  (-Inf","thetad5      u  (-Inf","thetad6      u  (-Inf","tau1     u  (-Inf","tau2     u  (-Inf","tau3     u  (-Inf","tau4     u  (-Inf","tau5     u  (-Inf","dm1   u	 [0","dm2   u	 [0","dm3   u	 [0","dm4   u	 [0","dm5   u	 [0","da1    u	 [0","da2    u	 [0","da3    u	 [0","da4    u	 [0","da5    u	 [0","db1      u	 [0","db2      u	 [0","db3      u	 [0","db4      u	 [0","db5      u	 [0","thetadd6     u  (-Inf"
0.44911531,-0.96605157,-2.2486354,0.54483368,0.84787852,0.029955867,-0.75736968,-0.9495258,2.181432,0.94100533,0.69919582,-1.3139681,-51.138422,16.54382,-48.010482,-62.16546,-64.88009,2.2798772,1.8960423,1.533656,1.6558432,1.0064629,1.6212496,2.3415267,0.78861286,0.96626239,0.97193405,1.7956442,1.6418927,0.54023027,2.4001581,0.70798135,0.038500146
-2.2669522,-1.0006246,1.0190461,2.2861841,-0.92318045,2.0030811,0.47672346,1.2299647,-1.2331408,-0.30996125,-2.3288827,-0.42811168,17.348906,-16.933754,-55.596651,-62.911592,-5.1337741,0.87486903,1.6738111,1.4939136,1.9557673,1.8317774,1.432772,0.34933756,0.3164364,0.84664472,2.0578813,1.3107746,1.9381375,0.27703382,2.3573805,1.7445193,0.042457657
1.0711606,1.6707753,-0.40594865,0.76025669,2.3476183,-0.4114932,1.8208913,1.4664474,0.78725939,-0.91974758,-1.5617597,-0.48928493,-9.3283083,-30.877571,40.659167,-41.374034,26.616826,2.1100191,2.3409796,0.59405924,0.35372495,2.0552275,1.7089457,0.25114602,1.5110861,0.32350974,0.47818809,1.4071702,2.0596332,1.5055127,1.1527347,0.76144878,-0.072497785
-0.43022186,-1.9340583,0.34098097,0.60209218,1.864116,2.2360047,-0.77089169,-2.0194,-1.4311352,-1.0552087,-2.173374,-2.1705367,-51.170708,73.916987,22.79352,-9.3100062,-23.274258,1.8180784,0.69439889,1.5121656,0.46717811,0.8624579,2.3298766,0.73556792,0.44005721,1.7914602,1.0720588,1.5922174,0.39749964,2.0264507,1.8076686,1.2355893,-0.013887141
-1.7291181,0.014424662,2.1034611,0.52922679,-2.2757755,1.5021647,-2.0986191,0.74095613,-1.5944525,1.3925164,2.2998389,-2.334696,26.333688,-59.711421,-69.845221,11.372168,32.030817,1.254022,2.0985505,0.838311,1.492894,0.5701099,0.58712262,0.76984707,0.56978167,1.8205771,2.1895009,1.6909447,1.4573637,1.9115515,1.1956348,1.7833887,0.038883611
-2.0114591,0.085011762,0.93881693,1.6179119,1.7600624,1.7029873,-0.94258063,1.0991171,0.29696654,0.69663606,-1.9242909,-0.43144905,31.907156,13.573574,-18.937253,21.585007,-70.79383,0.89641254,1.5055687,2.0924214,1.3261733,1.9949029,0.33228229,1.668509,2.3803629,1.0092237,0.77285766,1.6686618,0.44907121,0.28974575,2.2568659,2.1457607,0.022818035
1.9364709,-2.2049606,-0.54570947,-1.4300248,-1.2429205,0.2554563,0.46767848,0.0073777647,1.4759776,0.74039346,-1.6263789,2.0176932,32.424944,16.040305,39.401788,-24.144134,-40.465139,1.4110738,2.4179322,2.4356456,0.89549051,1.7590229,0.39865747,1.2360996,2.3764013,1.9264068,1.1190741,2.0291009,1.3483578,1.3493798,0.52657767,2.4409275,-0.0036431311
1.1372593,0.46662056,1.0764323,0.73664833,1.4026624,-1.5344925,0.68993129,-1.5141735,-1.8133713,-2.311483,-0.160189,-1.5223752,54.519373,-42.892019,13.836779,54.745008,-0.65218663,1.2054894,0.90993975,1.6074379,1.9585304,1.0206116,0.91939647,0.79651093,0.95927226,0.48894136,2.1373675,0.73619564,1.9901419,1.314673,2.2083722,1.61109,-0.03291041
-2.1673854,-0.47930951,-2.2821207,-1.468639,0.077463012,1.3014873,-0.81273647,1.5537802,-1.6763715,0.59873892,2.054533,-1.8502416,1.4228458,63.76887,13.395839,-6.1406995,-6.7366343,1.7858063,0.5462281,1.9557234,1.0933301,1.349194,1.9036685,1.4565514,1.7599177,1.9375543,1.7248174,1.5063583,1.8637816,1.5775502,1.3853754,0.25392552,0.034492576
-0.8352224,0.62392054,1.167098,-2.2592485,1.2405701,-2.0594724,-1.0561623,0.64951465,-2.2125391,-0.68380792,0.75705618,0.39303618,-32.160593,-73.084044,26.471879,12.864226,59.046841,1.378929,2.1599994,0.86043798,2.1310766,0.7540855,1.1650283,0.38097235,1.0022349,0.31229925,1.0634549,0.98603024,2.4602605,0.59866679,1.2926591,1.2214691,-0.017037297
0.74525389,-0.047797967,-2.2343116,0.95256653,1.8003149,-0.35759623,-1.8238841,0.069452208,-1.3892055,1.5100736,-1.1192367,0.84546161,57.948494,-9.6629721,44.428629,11.964385,-64.575505,0.31731893,2.1793011,1.2628059,1.2292811,0.27723587,1.2532695,0.70117691,0.68036058,1.8202535,1.2501723,0.39530074,1.0695368,1.9552021,1.3324415,1.5941509,-0.010530293
0.040984778,0.82236521,0.055232383,-0.049964085,-0.94114384,1.6853079,-1.2007974,1.3599539,1.6589069,-1.956529,-0.33196634,0.11028447,50.365252,38.787844,7.2881021,-58.867242,18.270859,1.7999676,2.3051235,0.9602668,1.4541056,1.1526254,1.175271,1.5300723,2.1755924,1.9310928,1.1266478,1.0697689,1.3552639,0.42052681,2.0440244,2.4189218,-0.018555244
-0.64111273,2.0519205,1.3659455,-1.313904,-0.52915928,-1.3020464,0.83978261,0.62141087,1.3985079,-0.67444726,-2.1396704,-1.1993613,61.608435,2.9662251,53.345095,21.006694,-40.494079,0.86515827,0.4651093,2.092077,2.287546,0.28623629,1.7733205,2.1981218,0.33259669,2.4525409,1.3545612,2.1095436,1.0993018,0.46475492,0.63591451,1.8152176,-0.033921139
1.5434539,-0.87151068,-1.3749957,0.0022865091,0.73024728,2.2051495,-0.99219325,1.3526315,1.1133421,-0.95545728,1.4511734,-1.4540623,0.76257979,66.678503,15.594646,49.223612,51.247735,1.6852165,1.934176,1.1968055,1.2097204,2.2714187,1.4842592,1.6951343,2.1216364,1.8431694,1.6488149,2.1313987,1.6686025,1.7029994,1.5610265,0.42300352,-0.046467734
-0.95261863,2.0364479,0.49818519,-0.91665069,-1.348546,1.5788762,0.70945307,1.433656,1.0107112,-1.1384692,-1.9524163,-1.8968055,-9.490231,-52.311605,-51.14515,53.459046,-13.81892,0.5561962,0.73950582,1.374375,2.119916,2.1776269,2.3748386,0.41205464,1.4023691,2.3682557,2.2729636,0.44907668,0.38184255,2.1277879,1.7313896,1.7150241,-0.0087689916
-0.44888099,0.19198909,-1.2257767,0.93641436,-1.0630582,-2.1531366,-1.3315756,-0.65578502,0.49893144,2.2007315,0.15324255,-2.1291637,32.732113,-71.371129,15.433883,47.270194,70.151884,2.0158249,0.96829041,1.3069422,0.52790701,2.2830477,1.1829516,2.3677901,1.1988385,1.6293943,1.9794737,2.0137898,0.51498276,1.0652427,1.7845043,1.1642573,-0.010382734
-0.94846249,1.20292,1.3281773,0.089074089,-1.4714799,-0.54472924,0.90750462,-1.5729595,-0.22791925,0.53332302,0.59620027,1.7989306,-1.9230925,-71.415488,19.898252,-70.08254,72.742513,0.37618302,1.5080819,1.5820113,2.1139162,0.33974849,1.152847,0.39999668,1.2442054,1.3605314,1.2018778,0.96027701,1.6257261,1.0790127,1.4665788,1.5394902,0.019694689
-1.388672,1.0526643,1.8211068,0.37638942,1.9509276,0.43709072,-0.4307528,-1.4329083,2.1310123,1.7681838,1.5407522,0.84476718,-13.559081,-37.467004,-7.9290506,-63.552849,17.261948,1.6983981,0.72769554,0.87902182,1.719785,2.4271927,0.5772834,1.9020652,1.5094855,0.42310855,0.4354407,0.70179021,1.9880176,1.6118251,1.4449267,2.1323495,-0.031435357
1.0941803,2.146508,-1.6904494,-0.39042748,-2.2692673,-2.2122966,-1.3204891,1.8925897,0.12987646,0.9974945,-1.7898621,1.6783659,-2.0550945,-39.973991,7.1332851,39.122859,-62.116624,1.4634503,0.70998298,2.4338807,0.48287208,1.3810572,1.9287766,0.44821081,1.5790513,1.8655139,1.4425008,1.8606558,0.79127382,0.68915536,1.1340859,2.3314196,0.022691636
1.1414279,-0.15757132,0.061455797,0.87439243,-2.0276673,0.99227395,0.0036634501,0.31054845,-1.9392515,-2.1174982,-0.830712,1.0319819,-56.81431,21.899778,-30.424916,-1.5605013,22.653852,2.0242603,0.9920519,2.41635,0.59474601,0.64611303,2.2217145,0.8551589,1.1555827,1.3785758,0.7237003,1.2310158,2.433093,0.7436841,1.848643,1.3928823,-0.000036067561
-1.9947074,-1.1115566,-2.0222392,-2.0250029,-1.3501309,-1.4968488,1.9066833,1.3807866,-1.6356877,1.0743377,-1.4804032,0.2775082,-37.710443,-49.412459,74.793648,56.835249,30.022698,1.2473651,0.46569481,0.68261127,1.397579,0.61063148,2.1332578,1.4138772,2.2840212,1.794767,0.39922003,1.6910248,0.55384356,1.6987748,0.30768648,2.2866854,-0.018916265
0.4109043,-2.293692,1.9733476,0.25938015,0.44236482,-1.3242739,-0.45789642,-0.53384909,-0.012990209,-1.5565486,2.2719126,-0.45226283,-3.1172315,-41.309858,55.210645,25.31245,26.338811,1.7709379,0.40311232,1.8587203,2.012684,2.1795139,0.33994779,2.2524587,2.323713,0.64385434,0.25981842,1.0182015,0.91191316,1.0245421,1.7286175,2.374961,-0.015964607
2.2920439,-1.3972675,-2.041198,-0.22309544,1.49662,-1.0400498,-1.8654964,-1.8749096,0.13907266,0.04933946,-0.13215156,-1.5360164,-43.340257,-19.70144,-72.093883,18.107763,-12.820616,2.483507,2.0520319,2.0004339,1.0421335,0.38718673,1.9472967,1.2152682,1.0130192,1.5633101,0.55366707,0.98243017,0.4538778,2.324171,1.5921783,1.9910942,-0.020785278
0.40970848,1.1701192,1.3935576,0.94967814,0.37902424,-0.88944313,-1.1728221,0.30273079,-1.3836509,0.61835352,1.849851,-1.8971843,-62.173629,-52.180043,60.023304,61.667558,-53.349802,2.1232772,2.4202796,1.3892985,0.93986366,0.53853746,0.94906168,2.1296202,1.026605,0.39976989,1.9325601,1.0377232,0.51423045,1.9211269,2.3791582,1.0123321,-0.050859563
-0.22970844,-1.263145,-0.36524368,1.5923094,0.28635176,1.3648962,-0.098764182,-1.1686857,-0.862762,-0.41997344,0.66508321,0.26684253,-43.671305,-33.614873,-65.172166,-48.601009,62.840017,1.4074259,1.8579124,1.9335655,2.1848095,1.5924893,0.46701534,0.3767427,1.9144933,1.1395893,0.32779323,0.47085557,1.9195186,2.349575,1.0568536,0.28849415,0.068579223
0.20147987,-1.9354292,0.86317181,-2.117039,2.1750748,-2.231168,1.9501263,1.1076778,-1.9073763,1.1092827,1.5032273,1.6231979,33.980924,67.385168,42.522447,74.772302,-1.9208225,0.87605333,1.3282717,1.2628354,1.7250718,1.2816925,1.4059239,1.3637216,0.81889159,1.3610084,2.4678037,1.3765335,2.3977261,0.33179388,2.4596729,1.972051,0.045995242
-0.76332675,-2.1098156,1.055836,-1.4215362,0.05273997,0.47155092,-0.88201841,1.0922777,-1.5567761,-1.5525994,-2.0407746,2.1814221,24.685592,-9.2522156,48.012994,-45.609713,-62.44532,1.8476374,2.491834,0.25333332,2.273188,1.9702381,2.0425571,0.25800488,2.0380698,1.3398647,0.35622466,1.317886,2.2098681,2.0029706,0.92708808,1.8193732,0.016451476
1.7408688,-0.44077103,-0.16328065,-1.6475174,0.17352505,-0.53333278,-0.76020961,-1.5564494,-0.77305415,-0.6646043,-1.6425493,-1.1511644,46.146241,-70.121589,16.460362,49.303009,35.67813,0.50988669,0.91564111,0.68010841,2.0820397,2.3417591,2.4451725,1.2635963,1.0131263,1.1142692,2.2731323,1.0344431,1.6349978,1.6574327,0.72112082,0.62767096,-0.030120502
-1.7995147,-0.33165263,0.6704253,0.51600226,1.6542933,0.61306887,-2.146119,-1.1967471,-1.2523027,-1.9218233,-1.3706033,-1.572738,-38.749968,29.279816,-44.135009,-27.103207,26.393993,2.1826614,1.4907373,0.32116151,1.5114338,1.6685397,0.64680935,0.4247877,1.6568587,2.3235672,0.44353356,1.7185332,1.6370007,1.5706974,0.96082507,1.8370262,-0.0012562938
1.0985779,0.65926003,1.3567668,-0.070369822,0.10403561,0.23013302,-1.025659,-0.33212176,2.2104733,-1.0494031,1.1537115,-1.0506579,-34.550956,-47.916528,16.919586,-32.516721,-58.523769,0.49012977,1.8610504,0.67396916,2.3996198,0.66034239,0.6245472,2.0147373,0.69047416,0.79921474,1.4021756,1.3645268,0.85157429,1.6591313,2.2699843,2.1260816,0.041164035
1.9446143,-1.9968746,0.16217492,1.9129741,-1.2750761,1.7405174,-1.6347469,-1.9641567,-1.2966026,-1.9125419,-0.88567738,0.85702157,-57.666257,-46.778924,-63.380839,58.235097,7.276735,2.1262841,1.2067875,2.47739,0.49349332,2.1422323,1.4989601,1.27243,0.98111016,0.76846299,2.0574682,1.1186481,1.6181432,1.8831537,0.91398712,2.1315081,-0.0023196589
-0.24843139,-0.20970467,0.36061096,0.65624028,-2.2722511,-0.52463213,-0.6123995,-0.74082559,-0.9239657,-1.7697853,-0.18205952,-1.5339498,12.279189,-23.677137,8.364626,34.269391,-34.342255,1.5207138,2.3875174,2.0042576,2.3067524,1.33774,0.64580482,1.5416305,0.6829783,0.81625088,1.9785214,1.7588627,2.2053455,2.4924526,1.6500583,0.53055759,0.035422956
0.95580188,-0.37189707,-1.8463223,-0.057030857,-1.9026576,0.3048783,1.7227834,1.9026031,-1.2220693,1.9846729,2.1087819,0.42034678,28.561818,38.474667,-6.2641494,18.441612,48.17782,1.7442966,0.39375435,2.0793795,0.3820203,0.61515806,1.7114661,2.1112366,0.30326855,2.2845999,0.27017151,1.7726205,1.6833278,1.6910152,0.39208425,1.0100005,0.024436855
-2.1905599,1.1549201,0.41164477,0.72654594,1.257797,0.017685713,0.36327201,-1.7434037,0.24856693,-2.2246251,-1.1801047,0.42544782,57.530297,11.707631,-29.853552,1.3593613,46.78547,1.7259006,1.7112191,2.4591325,1.8893694,1.8820291,2.2623075,1.3520744,0.81360316,2.4783864,1.4910059,0.33605306,2.0437334,2.0280182,1.1522136,1.0042405,0.0071516884
-2.3139171,1.3422103,0.32280909,1.4927278,-0.48339302,-0.22794583,0.086658488,0.34101403,1.1577766,1.2979411,0.8476855,1.4983012,-33.684587,-36.845386,-60.403461,-0.97728615,74.751681,0.64763145,0.74180826,1.8214782,1.5838071,0.79636209,0.70760268,0.6782281,1.9796479,0.44146431,0.69058023,0.33186013,1.3232165,1.8000858,2.0413856,0.81705744,-0.033253696
1.3811086,-0.93565762,-0.35558411,-0.99289047,-0.94083146,2.2230989,-0.90942512,2.2818908,2.3164264,-1.5791523,-0.63841424,0.28153841,18.38072,74.765774,38.368351,6.8689188,-54.082281,1.9616207,1.2089103,2.1551445,0.2639056,2.2114086,0.89469172,1.8337396,0.66071678,2.4168542,2.317951,0.5522551,2.0014796,0.61784809,1.9228243,1.6584753,-0.011251416
2.3459672,0.11251104,1.3050244,2.0876132,-1.9337367,1.0348888,-0.051571164,0.3230231,0.37714819,0.56647381,1.6996431,-0.60080445,29.579107,36.050172,45.244196,69.209555,-45.010709,0.70025362,0.91256041,0.65274141,1.1249448,1.6977034,0.30103632,0.76735704,1.469763,1.0564302,2.1718768,2.4833342,1.3974608,0.87438701,0.32242718,0.28366397,0.0572589
-0.17728418,-1.3853518,0.30582526,-1.2112274,0.42082775,-0.44389026,-0.75190506,1.3588788,-2.2736844,-1.0506332,-0.67127783,-0.70724792,-65.915176,63.630504,-62.112349,-72.241979,-70.940627,2.1382026,1.2715543,2.0130906,2.2632902,2.1179186,2.3573571,1.3500175,2.244039,0.31416188,0.86863646,0.4230514,1.7249397,1.3123181,0.88034456,1.4510722,0.049001833
1.1409347,0.97914723,0.86519863,-1.0389802,1.9736387,0.43891013,1.8737864,-0.1671879,-1.343126,-1.5746387,-0.17587985,-1.3447771,-33.446255,68.789013,-63.055658,-26.450808,41.261765,1.9222525,1.0485352,2.2315893,0.3206367,1.6909905,2.2266977,1.3590104,0.38770786,1.7060194,0.56722844,1.658346,0.32078711,1.9688803,1.7218857,1.7334608,-0.029475201
-1.7801444,0.071247448,0.50905374,-2.0321348,1.3054554,-0.093351073,0.27405051,1.9629356,-0.37643753,1.9528846,0.34296399,0.94400829,-21.212957,23.830817,24.536802,40.031451,58.602332,1.8159827,1.4711412,1.7199553,0.788075,0.9265124,1.1439616,1.8133093,1.5401411,0.40224781,0.82897972,2.1620805,2.0872003,1.3248805,0.51576342,0.68574382,-0.00065008942
1.9296947,1.7183266,-2.317437,-1.2692513,0.67891764,1.8750979,-1.6874864,2.2847399,-1.6350613,2.1776911,-0.67167848,1.983816,58.680947,0.67154904,36.724664,-18.572986,-6.1765945,1.2246386,1.0015412,2.1530909,1.7481732,0.29697535,2.2646297,2.1310078,1.8481738,0.25717741,1.6307134,1.6503256,0.52155328,1.2459097,0.75496075,2.375335,0.035393508
1.3208406,-0.69588463,0.4165443,-1.7499339,-1.118686,0.6756864,-0.59614876,-0.93329912,1.5845225,1.360092,-0.73234595,0.22170017,-44.083167,-55.784126,-63.806682,-48.909545,-22.716987,0.55908823,2.0959078,1.4221902,0.25030851,0.93504985,0.63290718,0.77090876,0.41356314,2.0056497,0.95527402,0.79044941,0.33328861,0.58165492,1.124163,2.0572333,0.055191906
0.61892063,1.9565718,1.0526191,1.0601802,0.90585002,-1.1074484,1.0519545,-0.68353613,0.61258749,-0.81197701,0.18087014,0.39354362,-60.684583,74.211504,22.744721,70.517801,42.67949,1.5879072,2.2060231,0.38098791,1.2638215,0.2984457,2.2268426,1.5433771,0.78921198,2.0357708,0.9501503,2.4260495,1.6140771,1.0438589,2.3857573,1.6727829,-0.065544359
1.7542112,2.3223483,-1.0105796,-1.3613611,-1.7468736,-1.522084,1.8942982,0.56949628,0.66196749,-0.26284621,-2.1478103,-1.3482534,56.798271,8.5365852,74.387901,-12.551862,-59.147691,0.69636694,0.83912762,1.7179058,2.3436076,2.0122935,2.3670622,2.4640164,0.72287024,0.78018196,1.0182562,1.8325466,0.86052138,1.2827793,1.6719419,1.5782335,-0.016677709
0.5122887,0.5015143,-1.5130526,-1.8237597,2.1610416,2.2442404,0.9871508,-1.2781307,2.2382936,-0.00142158,-0.3305508,0.33935748,50.629556,-19.048316,-45.03928,74.813978,-51.473296,0.44972861,2.3387908,2.0573395,1.2048839,1.9843175,2.4241211,0.70336411,1.4406135,1.6411794,2.052784,1.1400418,1.1817136,1.8104463,0.67164091,1.5187988,0.033765967
0.68293366,-1.3134596,2.2269439,-2.2600169,-2.2489034,0.75177861,1.2282854,-1.1828716,1.0455148,-0.53133306,-0.13762989,0.63749924,-48.475216,-72.954374,-44.17151,-40.574727,-39.437166,1.8181416,1.7559246,2.3242915,1.3672514,1.6437763,0.69773935,1.4053259,0.31305515,0.2679003,1.8504162,1.9458119,1.0100289,0.806368,2.3769058,1.4065146,-0.031978361
1.9196081,1.8383766,-1.53841,0.82168321,-1.9823878,-1.4017881,2.0931087,0.89479921,1.6570237,-0.6207331,0.56800595,-0.82404335,0.46538474,21.721374,-28.860767,37.084315,26.076353,0.85403577,0.27911965,1.4138955,0.34126883,1.9552539,2.2029588,0.62790385,2.1800499,0.34851165,2.1852298,1.9077402,2.3894927,1.4535516,0.84176217,0.99677954,0.017756178
-1.0497709,-0.31495328,-1.4069326,0.45091445,0.99759753,-0.058230293,1.5003738,0.78879299,1.2935545,-2.1917971,-0.78915771,2.0013972,14.32465,4.3925578,25.719579,-31.043849,-53.970985,0.7698706,0.96511115,1.8731007,0.70333824,1.0057335,0.61244347,1.0874509,1.5368113,0.68739955,0.87429883,1.0904963,0.97194127,1.9169901,0.35241339,0.26184957,-0.028624198
0.064488703,0.012159262,1.7279896,-0.13142285,1.2865399,-2.2776109,-1.0704618,0.64975827,1.8820517,2.0885623,-0.1190677,1.5944428,-49.525797,-30.066366,24.579083,0.6536492,35.88216,2.4469886,0.28720536,2.3104724,0.85905278,1.3500092,2.1047316,1.2244174,1.7828027,1.8153657,2.3513056,0.89354126,0.4979371,0.32882808,2.1135564,1.0426338,0.01353903
1.4074296,-1.5239766,-1.6400714,-1.9171259,2.180116,-2.3265434,1.1884757,-1.1050544,-1.1240744,-0.35018501,0.2143243,1.8833814,27.811096,21.082723,37.321143,-43.55042,48.098064,1.8875401,0.38608459,1.423707,0.99349524,1.9244535,2.0400339,0.59954148,2.4937033,2.4211794,0.76243835,2.051333,1.5041826,1.2964565,2.0446397,1.5095611,-0.024748086
0.66724612,-1.080282,0.53523962,-0.17826835,0.92315901,2.3489078,-2.3016702,-0.1706597,1.5673002,-0.6393212,-0.824501,1.7476294,2.7491082,4.2620783,-67.250219,-24.433592,44.615597,1.440066,1.4391947,0.29511668,0.27608179,2.1067149,0.80720776,0.74074929,2.0232873,0.38923487,0.37049204,0.35977894,0.30465292,0.80154457,2.3095867,1.7234276,0.030236109
-1.5240193,2.3549473,0.24342348,0.86478452,1.4258563,1.8692515,-0.98787267,-1.4295785,1.5460435,0.24076114,-1.4695727,-1.4773431,-4.0952413,21.279058,37.1313,65.758577,4.4002542,1.4510778,2.014512,1.4033939,1.5906391,0.87073323,1.9134782,2.0781728,0.35059678,1.230017,1.3951142,1.9337298,0.44655125,0.68678696,1.8284929,2.4800204,-0.013988258
1.2096095,0.66162702,-1.2727496,-1.5684557,0.068429817,0.2770245,0.11037662,-1.5814522,-1.5935059,-1.5472109,-1.0120264,-2.1164663,-74.389863,-20.419849,3.6000226,55.580329,-61.415955,0.35567674,1.1090512,2.3237517,1.2954524,0.91856141,0.26161012,1.8812842,0.99323549,2.0588539,1.906812,0.2893865,0.71889053,1.3931639,0.65506983,2.0086186,-0.043994108
-0.047139049,-0.58464157,-0.73978205,-2.2347745,-2.115254,-0.81080922,0.9583683,0.35050679,0.48146446,0.80133981,0.11043038,-0.67790714,30.91789,36.969014,38.223497,-27.68681,-32.223985,2.2973207,0.31907209,2.3946598,0.5465904,1.2948187,1.5178746,1.9187842,1.255258,0.37090456,0.54294229,0.73099533,2.3384295,0.48391651,0.93476018,0.26438504,-0.042865394
-0.22112456,1.6344741,2.0909594,-2.2418775,1.0278609,-0.3591129,0.95977572,0.44300985,0.091903212,-1.0463054,1.3814195,-0.42283498,-9.7063116,66.021007,65.061002,-19.737253,-74.007812,0.63557866,0.6705642,1.4224291,2.0154296,1.0759276,1.364425,1.3901763,2.1923447,2.2374759,0.2577463,2.1921046,0.45206884,1.1709217,0.4315917,1.2616594,0.0068343791
