"theta1	      u  [-3.1416","theta2	      u  [-3.1416","theta3	      u  [-3.1416","theta4	      u  [-3.1416","theta5	      u  [-3.1416","theta6	      u  [-3.1416","thetad1      u  (-Inf","thetad2      u  (-Inf","thetad3      u  (-Inf","thetad4      u  (-Inf","thetad5      u  (-Inf","thetad6      u  (-Inf","tau1     u  (-Inf","tau2     u  (-Inf","tau3     u  (-Inf","tau4     u  (-Inf","tau5     u  (-Inf","dm1   u	 [0","dm2   u	 [0","dm3   u	 [0","dm4   u	 [0","dm5   u	 [0","da1    u	 [0","da2    u	 [0","da3    u	 [0","da4    u	 [0","da5    u	 [0","db1      u	 [0","db2      u	 [0","db3      u	 [0","db4      u	 [0","db5      u	 [0","thetadd6     u  (-Inf"
0.74904861,-2.2432942,0.77854032,-1.3770253,-1.1219103,-1.6779102,-1.7007907,0.16179915,0.30987836,0.93578057,-2.2903314,1.9061866,-71.781218,23.067835,-48.890183,2.6905337,69.799525,0.93412911,0.90788007,0.74029335,1.1103228,1.1956859,0.39291779,1.5192974,1.0811989,2.209328,1.926153,1.3532666,0.60133116,1.0727648,2.2077367,2.1804146,0.012270341
1.261672,-0.82848605,0.74433484,-1.3571618,-1.8549911,0.32934193,-1.807266,1.3393,-1.4673274,-1.4397007,1.0685493,0.19397267,-27.83597,10.84711,57.381157,55.108607,-39.642671,1.7594124,2.4440281,2.2808084,1.7973741,1.4660249,1.2301766,1.8279485,2.331163,2.1062691,2.3147721,1.1240662,0.43007833,0.5764778,1.862374,0.4192733,0.013366761
-0.31130688,-1.3829303,-1.4074959,0.40903019,-0.80506167,-1.4027298,0.40162198,1.9196088,1.8502523,0.13527876,2.2585554,1.2472125,38.037267,-7.64558,50.737307,-8.0894712,-59.742146,1.581206,2.0788034,1.9491423,0.73521387,1.2395826,2.4142193,0.78393537,1.1017645,1.3564556,2.4485344,1.5184699,0.67384243,0.26978887,2.0914816,1.2812903,0.017247654
0.044869942,0.14687823,-0.70936418,0.060278514,-0.06265249,-2.1376489,-0.21107056,0.96604199,2.087724,-0.070624416,0.53746612,-0.45654762,-45.410699,-17.615148,42.213782,-12.967084,12.211106,1.8558873,1.6480571,0.6461722,0.96609578,0.42171587,1.7786955,0.28574988,0.34824152,2.1451745,1.4485673,0.32000198,2.2733107,1.7824493,0.37492838,0.67127799,0.014234124
1.6634598,-0.83508048,-1.7032334,1.5201048,-2.1715621,0.0089025035,-1.1720712,-1.2144204,-1.4074005,2.0130541,-1.5520605,2.3043789,-45.485333,-71.993524,54.835127,13.973317,-50.468044,1.8788861,1.1882771,1.8731132,0.91398105,2.0295325,1.8518877,1.9264265,1.4506226,1.11442,0.30662194,2.3949185,0.39505616,1.4589379,1.369078,0.8437956,0.016272207
0.099691172,-2.1009413,-0.59013628,1.1584177,-2.0642876,-1.8737429,0.89938433,-1.3914356,1.7276101,-1.7982856,1.4765559,1.0353175,-72.274157,-11.760744,37.18257,27.447702,63.528158,1.6412428,0.86719757,0.98961148,1.9001508,0.83366339,2.1306143,1.9844966,0.93353813,2.2253898,1.8770186,1.3011945,0.67602359,0.92850639,0.90691309,2.4882545,0.022694186
-1.1127975,0.68392767,1.2556818,2.1669697,-1.7942071,-0.66196554,0.29563333,1.8513712,0.090664859,1.7026434,-2.0114197,0.74831468,-14.048566,-14.242315,29.417922,27.022499,-32.858357,2.1189907,2.37614,2.0358019,1.4726191,1.8099415,1.1863735,1.3800407,0.59460883,0.59066422,1.7935411,2.295176,0.27229642,1.4859987,1.6808673,0.83671676,0.0046553762
0.6776496,-0.58730403,1.6360738,0.70195066,-2.1373225,0.56113543,1.5127383,1.2539561,1.436249,2.1804066,-2.1550904,-1.1819431,-69.978617,19.385037,4.320154,8.8279452,21.275144,0.94512499,1.2157117,1.7158163,0.97398077,2.4448204,2.0969316,0.62913019,0.2911377,0.90124935,1.7978646,0.71076641,2.1009761,1.1049508,0.90852613,0.3486998,0.005790606
-1.1046177,1.5028719,0.36316832,1.2261785,1.1053796,1.877508,1.1196163,0.82221253,2.2015592,-0.07204463,0.22987368,-0.67196499,59.865817,-35.207395,19.315295,32.160917,-71.471151,1.14051,2.3013764,0.98274907,1.313577,1.7885895,2.3236545,1.9116763,1.0435576,1.8226873,1.6549573,1.8673158,2.4765701,2.4638045,1.6628623,1.976107,-0.015095658
0.64032099,-1.2215285,1.64945,-0.67787798,1.4612769,-1.2913097,2.2220265,-0.082825578,-1.8947458,1.3322427,-2.2693682,0.80556269,12.685424,53.922966,-16.710107,-46.772285,48.210664,1.0245034,1.0780408,0.88189935,0.58245626,1.0923251,2.4578308,0.26241727,1.9470548,1.6502422,1.3714354,2.2144554,0.35183336,1.7633592,1.2788,2.2917034,0.0031857442
-2.0218117,0.44774435,-0.44588917,-1.360802,-1.7751,0.029238731,1.3268991,2.1682289,0.51831083,-1.9571769,-1.7973794,-2.1426282,29.434589,7.1446902,-69.191358,50.851915,-31.870513,1.4093746,0.85901375,0.69406163,0.34386288,0.5533509,2.4186209,0.51128009,1.8345015,2.2166448,1.1488546,0.7988139,1.4152154,2.2747642,1.4623142,1.8642837,0.02263365
-0.74998194,0.6939833,0.61465224,0.9035312,2.3315299,-2.2029968,-0.52723882,-2.0115309,-1.1218049,0.09292605,2.0073773,1.9974876,22.77638,2.6224726,-24.10378,37.762934,31.625847,0.40910158,1.2702941,1.082922,1.9204788,0.48658967,0.86262576,0.65120834,2.3585845,1.730458,1.8068424,0.84985713,2.0487764,1.2847211,0.55766696,0.70865681,0.023581083
-2.0525209,-2.0314119,-0.68159527,0.24594782,0.87984968,0.15696496,-0.82775461,-1.0995074,-2.1430336,-1.1763098,-1.7666185,1.2058846,-21.751336,-24.701527,41.435425,-44.815696,-67.394737,0.57491389,0.32770064,1.1647014,1.6362976,1.0042377,2.4725351,2.1480351,2.2761258,1.8463968,1.8908718,2.3831579,0.73523056,1.5199936,1.5316307,1.3670243,0.03745361
1.9945788,-1.0497008,0.86335448,0.95300059,-0.32927429,-1.7682693,1.7346833,-0.72837887,0.92282953,1.523704,1.7707098,1.5827404,-10.11249,-10.62467,-68.831001,-42.626535,-24.177143,1.4462582,2.0111323,0.85115149,1.3030091,1.9242928,1.5893789,2.1905647,1.5706668,0.44684393,1.1058655,0.53120781,1.5096597,1.1000259,1.3847572,1.1135927,0.042165826
1.6280352,2.2565503,0.53379516,-0.89328405,0.24618379,0.13337412,-1.4783641,1.5619525,-0.98341236,-1.8633974,0.41734204,2.2328586,-57.675652,-54.690012,24.975354,60.770232,15.294942,0.80634683,2.0211269,2.3302034,1.7292037,0.97641308,0.57461782,2.1016735,1.577271,1.1945314,1.2390729,0.59787858,1.5452299,0.42976394,2.0425339,2.1179758,-0.061915103
-0.63980989,0.38690136,-0.44560827,-1.3521043,-1.6774479,1.3566662,-1.7609532,2.1743262,-0.67636143,-1.3244115,1.9420973,-1.8899747,44.872063,-35.2397,-73.635551,57.300489,49.323964,0.44286554,1.7411232,1.0574509,1.32738,2.0249352,1.0865815,0.42601492,2.0328087,0.66656457,1.7006752,0.7481599,0.57346794,0.77559144,0.36531523,1.1030438,0.024532484
-2.1316343,1.9153881,1.5988917,-2.1818303,1.7892999,-1.7036538,-0.83329584,0.01685431,0.52704186,-1.2987139,0.30102557,-1.7690927,64.714578,7.9089045,24.958288,73.948278,-51.295597,2.4985178,2.3386432,1.8257269,0.99263724,1.0041373,0.78501535,1.2530401,1.3454554,2.069614,0.50233285,2.2081417,2.2368435,0.87945858,2.3104283,2.3684748,0.024449977
0.16811368,-1.9467118,-0.26801139,0.57636781,-1.6579227,-0.35091232,2.1275763,0.56808039,0.42695665,-1.107994,1.3069246,1.0370542,-43.211732,40.416391,-71.72365,-59.379264,-37.294072,2.103087,0.58380797,1.310475,1.4031191,1.4735253,1.2904982,0.90398517,0.52873297,0.41506432,2.4860172,1.4913296,1.2763502,1.6171787,1.4220037,1.6165168,-0.018282564
0.36103058,-1.7160989,2.0580777,1.176167,-0.63347959,-1.6047364,-1.8026942,-1.9318831,-0.79990558,0.4326097,-0.34490515,-0.58238442,-16.010437,12.581536,-42.124363,15.830729,-32.943352,0.9411821,2.4475207,2.4797694,2.2350761,0.42339793,0.79908505,1.4723517,1.8151598,1.1404206,0.7984376,1.8407185,0.95662794,1.045843,1.9840263,2.02959,-0.015157876
-1.6882464,-1.0638118,-0.68101694,0.54113007,-0.13771941,-0.86720445,0.31390844,-2.0164441,1.1252757,1.6916658,1.9850588,-0.83100676,25.157445,-28.823159,69.164201,-57.270508,4.5646902,2.4062249,1.421096,2.1100919,1.3144935,1.4424397,0.83385567,0.86231391,2.1598967,1.3834029,0.85178926,0.77214338,0.91372944,2.3006517,2.3022869,0.53564497,0.061618332
0.96334726,-0.79110584,2.2457767,-1.4669045,0.95526477,0.025654554,2.3486915,-1.2252213,0.84541674,1.0664019,1.8021402,2.0459682,9.0772695,11.66899,70.715501,65.42991,30.490524,2.1886583,1.0295384,2.4525681,1.8114176,1.2463887,2.0543796,0.95755582,0.89063121,1.0887603,1.0443719,2.0078668,2.2168822,0.63919938,0.77393879,1.8391844,-0.037552811
1.6700216,1.0644007,1.1541495,1.5977899,-1.8492872,1.9470717,1.6056384,-1.8871538,1.6968636,-0.1912905,-1.1702094,1.8015144,30.349506,-65.84878,-20.449765,-49.20507,-39.618929,0.99489438,0.68979541,0.64153804,1.829867,0.82492191,1.4625333,1.0477155,1.9547884,1.1287104,1.9865013,0.87689717,2.0107739,1.577739,2.3093516,2.2723692,-0.020473611
0.69957311,0.31468609,1.6286299,-1.8842342,-1.0694196,-0.68332661,-0.5784504,-0.35735342,2.2569501,-2.1702508,-1.5150472,2.3509863,-11.318548,-30.836919,-26.090579,-54.354458,-35.369959,1.1815124,0.67945482,2.3471631,1.0196105,2.0940859,2.3013072,2.0697936,1.2717168,2.4935406,1.9366264,1.8804167,2.1627448,2.0014632,0.34178661,1.6575387,0.031111257
-2.3498187,1.129614,-0.79217769,-1.631567,-0.35551733,0.12950584,-0.51904173,-0.90229716,-0.44070817,0.89332015,0.36039631,1.7610137,-36.832088,13.08947,-55.283955,-57.425588,-51.863978,0.95688482,0.86310507,1.9569841,2.0323738,2.3558572,0.89143277,1.0605323,1.3667741,0.37272607,1.9071161,0.9007413,2.2591001,1.4454575,2.0543282,2.344769,0.059423878
-0.1919963,1.1046598,-0.79549631,-0.85902197,1.1775154,-1.5317081,0.36376817,1.8830886,0.66567242,0.74495402,-0.37533098,1.7010001,-43.133752,1.0366221,22.50816,-5.3533074,26.963106,1.6589106,0.81115986,1.9138496,1.5696593,1.5131831,1.8186382,1.1027474,2.1253462,1.1933724,2.0094726,2.2064394,0.62754485,0.6462479,2.2384404,0.71724099,0.0014170447
-1.477946,-0.83635087,0.5072174,0.091178824,0.91607203,1.0478685,1.3277463,2.2694482,0.54018434,-1.8954074,-0.36231139,-0.96102355,68.331175,42.051825,-34.9834,33.995351,9.8562622,2.1879737,0.77411234,0.25617006,0.45023989,1.9318625,0.56336032,1.8968625,1.8177647,2.1711791,2.0074216,1.4856108,1.911171,1.551722,1.5408405,0.90672267,-0.01986901
0.34136035,2.2659676,-1.4104453,-2.0383976,-0.28076563,-1.7265641,0.52830394,1.0635195,0.48050173,-1.2421382,-0.73392929,1.884734,1.4536326,-18.796205,-7.8175277,10.8125,-74.319608,0.78027288,0.29621787,0.78377025,0.57658682,1.4446601,2.15162,1.7775782,1.7576349,1.8202914,1.8881231,1.1850257,1.2261649,1.9034056,1.5382647,0.36430608,-0.015115269
1.6071766,0.40278685,-2.0644442,0.2056083,1.4775525,-1.065185,-0.19913691,-1.097933,0.75466733,-2.0573545,1.5524537,-0.40859641,-42.305416,-27.125033,-40.429499,1.4062678,-64.856528,1.4699623,2.1568695,2.2557142,0.78824591,1.5489993,0.78084602,0.92899729,2.4074481,1.7299017,1.4575204,2.2946747,0.84792212,1.0270013,0.31160867,0.70686317,-0.0030070312
0.78392843,-0.35439941,0.068848754,-2.106674,2.0202398,1.4084716,1.8525983,1.8662707,0.75087188,0.12597099,1.3318332,0.27280757,-2.4696303,42.923614,67.172592,69.758271,27.256467,1.3665857,1.7065508,0.49896279,1.8175353,0.56626768,1.2608361,1.872841,0.83942909,2.2846738,1.5130381,1.6310666,0.83651902,0.62521528,1.9932215,1.3235854,0.023004627
-0.26313428,-2.2770347,-0.8120498,-1.0425061,-0.7372907,1.9381753,-1.8320952,-1.2742334,1.7669055,-1.0953218,2.2294415,2.0181542,-20.975161,-29.52376,-5.8419667,64.065122,42.503395,2.1934458,0.4942663,1.633657,1.6238462,0.98283692,0.54017222,1.4244251,1.8130891,2.3380787,1.3386647,0.4381524,1.277415,1.5142988,0.319987,2.021462,-0.050502291
-0.34097649,-0.52681827,0.34423009,-1.3384709,1.265312,-0.91202842,0.93962967,1.1403225,0.11352816,-0.44971973,0.23250299,1.1072241,-3.4712114,9.3507185,-42.474104,-12.258994,63.087597,0.82359343,1.6348175,0.87806428,1.3763887,2.2143983,1.6419311,1.1865279,1.7249341,1.2176856,1.1411792,2.2993188,2.4016861,1.6374572,2.4931004,1.2889465,-0.0036497447
0.9416799,-2.1005254,1.6870684,0.11478058,1.750164,0.27370161,0.81126209,1.9405746,0.79255777,-1.4052184,0.98760479,1.6396952,9.7341012,-48.960507,20.752248,33.034144,54.850713,1.0140339,0.61738356,0.8655338,2.2765752,0.39979599,2.3711557,1.5140241,2.4531902,1.0185075,1.5547182,2.3993533,0.68089842,1.8597745,1.7306644,0.77617991,-0.0025150148
-0.24971057,1.8530012,-0.7873591,-0.75608346,1.8183237,0.72379593,2.1622526,-0.9643918,2.085097,-1.811863,-0.52456094,0.58405366,9.026562,59.427858,-45.994556,69.497199,-10.582588,1.9515757,1.1329728,1.6235483,0.4765746,1.2893818,2.3903979,0.91780213,1.0003922,0.84178299,1.3466769,2.3494347,0.94956292,1.5540121,1.7815624,1.2191405,0.010707118
-1.1113353,1.6979368,-1.0038753,-1.779666,-1.3139746,-1.7160234,-1.3847971,0.20420594,1.4701337,1.4811294,-2.2086844,-1.8700953,30.005115,-4.0369993,-49.846416,-18.70826,-29.733734,2.3520315,1.8437083,1.7051352,1.4577531,1.7063058,0.88174275,2.4504424,2.0855192,2.3212726,2.3790638,1.6755377,1.2616607,2.231719,0.25102404,1.7110782,0.016596637
2.024096,0.24611993,-0.93993373,-1.5382611,-1.3884107,0.73124109,0.058582653,-0.29064973,1.7973345,1.3878238,-1.1715128,-1.2542274,-40.848634,7.0059537,-0.93559582,25.441043,-62.395231,0.9753942,1.4503184,0.50123381,1.7365699,1.0309795,1.9216669,2.4552539,1.9517926,0.27877342,2.3448569,0.50964199,1.3029115,0.28282143,0.62984487,1.0527088,-0.00071749223
-2.0910489,0.73835396,1.7948165,1.4798607,0.030164679,-1.9602463,-1.5487337,1.668957,2.0213373,1.0044534,2.0707176,1.5582312,-72.147016,25.097508,13.823331,-21.276623,3.7951328,1.8969544,1.1126665,2.3359452,1.481207,2.1457021,1.3155345,0.93822556,2.2569474,1.2652383,1.6106105,1.2804999,1.6111522,1.3853339,1.8073708,0.73152815,0.010506582
1.923952,-0.55112556,1.7894331,0.53571738,-1.5733376,-1.8701825,-0.5221232,-0.85627511,0.22013578,0.59677125,1.9705988,1.1837145,-32.349417,53.344744,15.108742,-17.371224,-58.160255,2.134018,0.69122526,2.1729038,1.7438946,0.38656105,0.43155019,0.56410097,0.84505693,2.3718913,0.37727115,1.7961644,1.3844324,2.4049291,2.14258,0.59164803,0.0088400946
-2.1920606,-0.50509482,-2.1161005,-0.90074306,2.1172459,1.3029781,0.6813144,-0.25409227,-1.1044214,0.089921665,-1.3634375,1.0533951,-1.0993543,-26.84806,-35.352413,-18.009795,9.3728783,1.8244839,0.35043408,0.74558724,2.3348126,0.44592536,1.4175714,1.373201,0.38999908,1.9644562,1.6154297,1.2773817,0.95414599,2.0816451,2.4595392,1.9756286,-0.017980303
-2.0622187,-0.087976541,1.0684205,-1.9704196,1.8274263,-1.798362,0.19273194,1.8345139,-0.48581584,1.4632099,-1.7890609,1.007078,-29.935406,-24.36961,69.963429,25.351277,-71.087563,1.0948621,2.3472934,0.96036976,0.93462736,0.28199735,0.27938419,1.360005,1.3537173,1.4273583,1.6116786,1.2324907,2.4705682,0.58919309,1.8182621,1.5304693,0.019075097
1.5146097,-0.28062782,0.58962993,-0.24372219,-1.1727707,1.1665551,-1.9582142,-0.3813494,-0.49036894,0.33759389,0.22417455,-2.2094789,-34.566923,-16.269816,3.2015073,-42.266007,35.225293,1.0975559,0.3728024,0.93997349,2.3844003,1.3665864,1.7171692,1.2128568,0.98505622,1.8398342,1.8427855,1.9457171,1.6672121,0.83437844,0.6484367,0.77565318,0.014456076
0.058564852,-0.58982756,1.6345808,-0.82875983,0.85542632,-0.34864704,-2.2112589,1.9828773,0.20347841,-1.3328389,1.674123,-0.69015376,-70.820306,-26.884229,-43.239427,24.947775,47.249208,1.6366957,0.94449791,1.9263158,1.8403377,1.3056362,1.0773655,0.78113601,1.3029431,0.81462323,1.6225492,1.6843519,0.9030619,0.7613202,1.2586728,1.5132532,-0.026816709
-1.3154607,1.5809079,1.8699038,0.55089652,-0.92656143,1.7275817,-2.27534,-0.60297246,2.1905946,-0.57153807,-1.991554,0.050934533,-50.868908,46.261254,62.898093,-71.744844,34.401582,0.43591218,1.8759715,1.7025525,0.80043562,1.6715364,1.511503,0.58093163,2.4679488,1.5662534,0.52107726,2.2455857,1.559285,0.40254489,1.3219118,2.3711332,0.053867332
-0.49959188,0.83635521,-0.43426699,0.76527406,1.8516427,-0.058450828,-2.2061563,-1.792222,-0.28453312,0.92658717,-1.2950794,0.1248015,16.735217,18.785768,-17.598408,23.549843,-47.789144,2.2427367,0.92622149,0.75460767,0.94111379,1.2995156,1.707969,1.8350939,0.92278434,1.4864407,2.3583246,1.8609138,0.62857527,2.2146198,0.86429714,1.7420179,0.019963943
-2.1575023,0.69210499,2.0325819,1.4955686,0.1392418,-1.8204544,1.163855,-0.2155665,0.80102579,-0.4548369,-0.94879074,0.39825886,61.887277,39.472445,-36.621343,-44.911029,-19.659532,1.8588028,1.1494892,2.4651906,2.4584221,1.2005601,1.3134971,0.44531452,2.4011555,1.720004,1.60749,0.58427765,2.4544915,0.38813413,2.1203228,2.264837,0.049435373
