"theta1	      u  [-3.1416","theta2	      u  [-3.1416","theta3	      u  [-3.1416","theta4	      u  [-3.1416","theta5	      u  [-3.1416","theta6	      u  [-3.1416","thetad1      u  (-Inf","thetad2      u  (-Inf","thetad3      u  (-Inf","thetad4      u  (-Inf","thetad5      u  (-Inf","thetad6      u  (-Inf","tau1     u  (-Inf","tau2     u  (-Inf","tau3     u  (-Inf","tau4     u  (-Inf","tau5     u  (-Inf","dm1   u	 [0","dm2   u	 [0","dm3   u	 [0","dm4   u	 [0","dm5   u	 [0","da1    u	 [0","da2    u	 [0","da3    u	 [0","da4    u	 [0","da5    u	 [0","db1      u	 [0","db2      u	 [0","db3      u	 [0","db4      u	 [0","db5      u	 [0","thetadd6     u  (-Inf"
0.50470201,0.5406806,0.47628699,0.17739963,-0.4441546,1.0885903,-0.6989148,1.0105644,0.79224908,-0.3101991,0.58504919,0.67925383,19.540881,-16.420159,-33.607237,-6.8239368,-29.905867,0.75645712,0.67481305,0.83290116,1.3198328,1.4793368,1.6140347,1.6805503,1.3581317,1.519189,1.5098454,0.92211757,1.3800112,0.69870034,1.2065639,1.4190266,0.0054682542
0.11508028,-1.0668461,1.0993649,0.06328091,-0.80933698,-1.0012178,0.15888744,0.69582094,-0.23029903,-0.19371969,1.0422242,0.711945,8.7739649,-25.972294,3.6490685,9.8939231,-32.83373,0.7775324,1.0369841,0.99159966,1.5654545,1.0445103,1.4854478,1.4207667,1.075473,1.0739331,1.4442322,0.6598926,1.0149832,0.82213776,1.0192957,0.85254614,-0.012774838
-0.90496981,-0.74918991,0.49679282,-0.44225953,-0.047677484,-0.83766486,0.099992418,0.4488235,0.4125966,0.70185884,0.089418175,0.85582552,-17.531737,-25.90833,28.705055,5.8633472,-14.723404,1.0813265,0.75484146,0.82043366,0.72846807,0.66277903,1.2271001,1.1210654,0.84681121,0.95596482,1.1507915,0.65292867,1.5721991,1.0001001,1.6328154,1.2776305,-0.00010494575
-0.49990867,0.8528136,-0.59239422,-0.97672249,0.61757053,-0.31425632,0.56785929,-0.14734114,-0.15922835,0.17197068,0.6742232,-0.36959106,24.906271,-0.30162229,-29.365825,18.573771,-30.625721,0.92767422,1.3206219,1.0914686,1.1126286,0.79900711,0.76247185,0.96440273,1.2166581,0.9724829,1.570111,1.6050102,1.2060388,0.99352582,1.3883861,0.75566033,-0.01984315
-0.50660695,0.42974114,0.76614044,0.7048375,-0.4278073,0.94828392,0.82242562,1.070443,-0.023492365,1.0044884,-0.168822,-0.53317921,7.9586182,-9.5045561,-3.0736547,1.0858467,-20.175268,1.0891734,1.3877341,1.3476778,1.1708427,1.6534486,1.5608968,1.0928987,0.99858452,1.3599474,1.5866325,1.031722,0.75102828,0.78231421,1.6049592,1.3999365,0.003094358
1.0632154,-0.54544811,0.76350049,0.31749128,1.023253,0.73529127,-0.98512488,0.14183548,-0.011659018,-0.23189325,-0.59826582,-0.70043994,-13.759279,27.791132,-24.44351,7.9212102,-8.2195734,1.6794476,0.67613648,1.0258316,1.5011637,0.95859962,1.3338727,1.1978073,1.2479477,0.80658801,1.1247616,1.0185366,0.69451199,1.1629798,0.75097469,0.93165564,-0.0028846106
-0.29049318,-0.2838779,0.94345426,1.0176379,0.92442828,0.11970925,-0.23677111,0.98581511,0.4632229,0.5207586,-0.087261613,0.20367682,-26.275359,20.040243,-23.642547,29.716491,-4.9281223,0.92072928,1.1470128,1.193507,1.422398,1.1937716,1.6693504,1.0728399,0.92014804,0.82817896,0.70376632,1.3006016,1.6611529,0.84736384,0.79410498,1.3224689,-0.014985967
1.0675911,0.42595295,0.87243426,-0.69520138,-0.35239677,-0.51614469,0.66424764,-0.89597791,0.83778443,-0.28950658,0.90411412,-0.43760023,-28.871606,-5.0740385,-19.36579,19.175228,-1.9467019,0.75170938,0.67956143,0.83890152,1.3678306,0.72968845,1.2237742,0.87333456,1.5338939,0.85450273,1.0773339,0.85031291,1.0090392,0.67142561,1.650284,0.87311282,-0.018583165
-0.45616521,-0.65433576,0.35226555,0.50996882,1.0953293,0.40965797,-0.30714597,-0.87968383,-0.19701643,0.61184755,0.26070449,1.023498,14.455801,-11.348733,11.845695,10.59841,-22.527389,1.3575659,1.4597383,0.87178694,0.72303039,1.6717948,1.2050495,1.1669741,0.68342695,0.70672443,1.6675712,1.619759,1.2896798,0.7992355,1.4511017,1.6663507,-0.0071539666
-0.24945116,-1.0128015,-1.0056516,0.41064667,0.91614599,-0.53662462,-0.48000856,1.0485269,1.0843051,-0.14887316,0.48145472,-0.93322737,-21.174818,-5.171462,23.238018,31.367519,23.888668,0.82752832,1.3184811,0.81107071,0.86541017,1.6987031,0.90373379,1.1038526,1.3510039,1.4228961,1.1646863,1.0831784,1.4288242,1.0485455,1.054266,1.6480485,-0.022967529
-0.15449003,0.64078213,0.55986255,-0.40261091,-0.0051166737,-0.23045504,-0.6165243,0.30528333,0.36189458,-0.38947365,0.88137685,0.062990379,28.808658,-2.8809401,20.040348,-21.876292,-34.83548,1.1762149,1.6431559,0.77066485,1.1141446,1.0778328,0.83661115,0.67354348,1.5452312,1.3513808,1.4564817,0.73765598,0.73411016,0.98947989,1.6384583,1.619,0.021358776
-0.089286455,-0.84111295,-0.67498165,0.81697622,-0.35384455,-0.65874101,1.0831814,0.75673142,0.90373137,-0.27319124,0.22670144,-0.89492349,30.764106,32.333419,17.779558,-8.9741794,20.966681,1.2801952,0.99021168,1.3376414,1.5396786,1.4775882,1.6241566,1.6998098,1.6525634,1.3838826,0.66467531,1.5980131,1.2065639,1.4188869,0.98199727,0.82806349,0.01154536
-0.6534445,-0.062163278,-0.19865635,-0.56086371,-1.0301744,-0.50937955,0.012089096,0.86287733,-0.7832134,0.43395295,-1.0168345,-0.61548952,3.3058384,-18.773844,28.005429,7.2375354,-18.743323,0.88947501,0.85656163,1.0312773,1.6771563,1.0166877,1.1197943,1.5323598,1.3217787,1.6343041,1.0987311,1.3729109,1.0640607,1.4177602,0.94566718,1.3282265,-0.0037557365
-0.77865387,0.096841045,0.26244552,-0.50259794,-0.36348732,0.0097459066,1.0649533,0.074612317,0.51373916,0.68909793,-1.0690192,-0.23730473,25.903572,31.338487,25.947024,-8.3736843,33.48863,0.77616002,1.071381,1.5998991,1.4049466,0.83673015,1.6236465,1.5266002,1.1197183,1.304871,0.96646542,1.2342886,1.1880774,1.5160688,1.5688274,1.031509,0.0092533185
0.41379052,0.97610855,0.059579706,0.7588664,-0.59858755,0.48954318,0.86358764,0.1594232,0.90385692,-0.36224429,-1.0899338,0.10984282,34.090764,13.471184,30.189482,34.62905,30.446315,1.3432573,1.4252786,1.3073995,1.4638677,0.97407959,1.1056441,1.0099543,1.3522663,1.639388,1.4941032,0.94214837,0.98761528,0.75001857,1.6621481,0.77287297,-0.029873266
0.63043644,0.40978758,-0.32795707,-0.99267754,0.75299743,-0.27814136,0.59636822,-0.40491854,0.79457982,-0.72152746,-0.79270939,-0.82887342,16.458091,-28.868933,-30.15287,20.707572,-7.8448629,1.6458275,1.5732282,1.4958757,1.3327702,1.5687212,1.3471861,1.3064046,1.5414977,1.6019802,0.68074855,0.84084742,1.5225514,1.3209445,1.2645673,0.83178439,-0.021484051
0.57658087,-0.90454808,-0.25857944,-0.49368399,-0.086414223,-0.94804046,1.0701712,-0.19268873,0.77665112,-0.77047377,-0.96433646,-0.12637914,9.2561307,27.788145,-4.6519388,4.8643133,-5.486998,0.72537521,1.181179,1.0756547,0.9783244,1.0481575,0.83228167,1.4079813,1.4423072,0.85672456,1.6696327,1.6168124,1.1161217,0.70768025,0.93199204,1.4402004,0.0014618197
-0.057705291,-0.043166881,0.20213015,-0.43107231,1.0511239,0.74990449,0.51749353,0.014511292,-0.21046111,-1.0431151,-0.29190535,0.17198963,31.604009,8.5782288,-25.708271,31.096348,16.318516,1.254501,0.69884001,1.4541107,0.78896239,0.99095781,1.2779644,1.2974552,1.2795107,1.0358597,0.99480486,0.83533128,1.2127926,1.1054407,0.74126475,1.5365705,-0.019091306
-1.0147684,-1.0761907,0.18296037,0.65243097,0.62058295,-0.26411839,0.97520046,0.1910583,0.40919597,0.72444645,-0.72752648,-0.45900776,-1.5430423,-33.911147,-4.6405969,-14.512176,-26.142444,1.3842114,0.94183455,0.96333073,1.0495585,1.2804767,1.5222357,1.264874,0.73653446,0.78465746,1.088014,0.80111481,1.5365734,0.7385244,1.6795618,1.5445064,0.015277392
-0.95584501,-0.35303136,-0.18626252,1.0253983,-0.59372923,0.77598308,-1.0025851,-0.830566,0.65838693,-0.43681038,-0.82661826,1.0345169,29.400941,11.608508,14.199191,15.808239,-30.930847,0.65371556,1.147417,1.6875625,1.6132095,1.4627585,1.2315729,0.69610293,1.6518811,1.4654255,0.90675028,1.4019156,1.3447334,1.0338286,1.5078644,1.2274983,-0.017373011
0.71155374,0.29706154,0.72254651,0.32690256,0.86246449,1.0747348,-0.46105956,0.65273275,-0.90463769,0.43454828,0.19243916,-0.5730726,15.659394,-12.558248,-16.476875,-6.845864,21.56371,1.6440158,1.5734163,1.5077954,1.1172512,0.79153323,1.1490093,1.1488406,1.4639273,0.92681006,1.4967134,0.71282486,1.2974011,1.4200181,1.0939219,1.3948192,0.0069704073
-0.93868041,0.048363753,-0.82289525,-0.16709036,-0.018003139,0.89908618,0.82327663,-0.020295434,-0.24256176,0.42336416,-0.85421265,-0.93024142,-33.741241,-19.04068,23.286722,9.9418019,1.8647136,0.87862009,1.1178953,1.1159455,0.89531066,1.286226,1.5496291,0.71683573,1.5081207,1.3342981,0.99798456,0.7264255,0.98342965,0.75220699,1.6928501,1.2323087,-0.011576882
0.70578815,0.15581747,-0.32156276,0.91899037,1.0875245,-1.0188801,0.19031109,1.0455588,-0.41950118,-0.19406397,-0.34577517,0.81734543,-23.739593,8.6670931,-2.1665366,-12.979978,-34.486737,0.89629433,1.0188495,0.70382391,1.2184973,1.4341042,1.5887256,1.5604351,0.68276362,1.1081655,1.3878139,1.637843,0.72680165,1.0053461,1.6023345,1.3862465,0.00426957
0.7762198,0.77691765,-0.68908836,-0.9691548,0.25898124,0.64943559,0.85697515,-1.0209055,-0.8643062,0.95836813,0.97600025,0.43845022,-6.3977137,-6.3749077,26.925988,-4.9231614,-3.573626,1.1460185,1.2829623,1.2973196,1.1007376,1.4976604,0.87778236,0.68808715,1.3307059,1.5240463,1.2461878,1.6784756,1.1392172,1.4226826,0.72728763,0.77315248,0.0019952765
-0.52612857,-0.0020309014,1.0524785,-0.67388004,-0.4602329,-0.84733689,0.27665537,0.81800475,-0.66027673,-0.53736521,0.26755513,-0.39087358,-20.885788,22.56069,-12.4764,29.137205,-10.998553,1.4347951,1.6517893,0.97234099,1.2850586,0.82968604,0.83320271,1.1380177,1.2136839,1.3851513,0.98861348,0.72683894,1.632101,0.8206766,1.661681,1.3218749,-0.028585692
-0.049003502,1.0662057,-0.86836043,0.99148624,-0.9832384,1.0603504,-0.31730292,-0.056612549,0.72962202,0.49284992,-0.73710155,-0.85182809,-13.908715,-33.766523,-23.944442,-4.2306948,14.712915,0.72436127,0.93987236,1.5848049,0.76536117,1.225267,0.761853,1.0633082,1.3717414,1.3569079,0.90086724,1.2256204,1.4514251,0.8018334,1.0138707,1.0247945,0.0034428811
-0.63771976,0.32974606,0.27252509,-0.42707558,0.051586179,0.55765665,-0.092194043,0.87069951,0.93643292,-0.43702674,-0.064712148,0.94478574,-25.28745,33.828432,14.452174,-2.3195931,4.5994331,1.5150825,0.74208304,1.6396105,1.0336852,1.1978878,1.5503572,1.4034165,1.3711857,1.4681057,0.80220275,0.92165992,1.0382802,0.72485727,0.87606736,1.2641201,0.0086609848
-1.0634607,0.82103781,-0.263301,-0.68088767,0.51458767,-0.44379043,0.61185172,0.3307536,-0.38657943,-1.0551952,-1.0029895,-1.0294486,22.070595,10.48377,10.728894,0.52857689,-6.2081507,1.6191585,1.6976608,1.2354561,0.86088842,1.3017243,1.6305007,1.2244641,0.91795778,0.76646335,0.84953754,1.6274136,0.78953695,1.1975791,1.6117831,1.6390433,0.0036466656
-0.46872488,-0.62960001,0.45336533,-0.22187122,0.70924612,1.0970162,0.17224493,0.8853974,-0.53613146,-0.98790208,-0.35312876,0.37592326,2.7149664,-9.5601938,-28.177489,-29.056089,-25.68541,1.1046329,0.81486395,1.618363,0.9269734,1.0919717,1.1688101,1.0907293,1.2873204,1.0442575,1.4352433,0.78330829,1.5124305,1.3201255,1.1494719,1.574351,0.023454281
0.61137076,1.0438033,0.86209407,-0.75268072,-0.99619329,1.0398642,0.63107075,0.075172352,-1.0693165,-0.83633073,0.53158296,-0.68878912,-10.764764,26.615825,32.178962,11.815293,-10.366456,1.1896315,1.3870658,1.6644438,1.5574479,0.87643068,1.0705113,1.6837143,0.98658861,1.3447316,1.0032095,1.3925759,0.82279632,1.5878308,1.2215735,1.6859659,-0.008660963
-0.30697034,-0.12699436,0.94628861,0.27403796,0.80944008,0.53489779,0.045569688,0.59777159,-1.0086121,-0.96588364,0.2594766,0.17851148,20.684106,17.77132,-7.4241386,32.502249,-14.70163,1.3205529,0.98280749,0.79555272,1.5045985,0.93677114,0.91252625,0.8287508,0.86463973,1.3500104,1.525171,1.2485049,0.72166217,0.72605023,0.97622284,1.4273523,-0.017920019
0.70090357,-0.57193186,-0.1276536,0.86205487,0.78754217,-0.2510089,-0.80420271,-0.47508496,0.23317908,0.21819881,-0.85621631,0.58006054,12.773836,-0.13423493,-16.086453,-25.009069,22.571128,1.5191905,1.5342684,0.84893925,1.0219797,0.81230202,1.6100049,1.1530634,1.0373761,1.2808539,1.5622721,1.1078655,1.5951531,1.4376844,0.86132224,1.2429581,0.025932231
-0.4766453,0.39778633,0.28566155,0.44587281,-0.79903431,0.62476222,-0.39486066,0.50545092,-0.067008598,-0.26670479,-0.711293,-0.31302202,-21.593824,22.601607,-24.797282,12.075713,26.510439,1.3391358,1.4550442,0.72765408,1.6821122,1.3598638,1.2312106,0.9071086,1.124174,1.643144,1.6217475,1.1102598,0.88628234,0.74726314,1.5516072,1.4128638,-0.01054396
0.89284413,-0.72847597,-1.0232873,0.88814722,-0.50134,0.98671337,0.16644905,0.23506665,-1.0441746,-0.50538563,-1.0346586,1.0925234,-18.11533,-34.345362,-22.497332,27.347385,7.5008634,1.130161,1.4661663,0.75657183,1.5527483,1.6911719,1.3759338,1.4689946,1.0428712,1.2361756,1.4036186,1.6173588,0.84958497,1.374595,1.0181768,0.94672936,-0.023488124
0.32542845,0.27733676,-0.92449734,0.91886215,-1.0674238,0.18658665,0.024110628,0.59019309,-0.83182348,-0.6841204,-1.0390733,-0.5342414,-0.29558353,2.1275487,-12.289676,17.421196,-11.953085,1.2425394,1.2593635,1.5731117,1.6375185,1.5739632,1.2491723,1.4386005,1.5580395,1.3696192,1.3893656,1.4675378,0.70804875,0.82531813,0.92185358,1.1431584,-0.012341681
0.70700653,0.84122279,0.32201382,0.064528364,0.36458777,0.89272852,-0.47244097,0.6883542,-0.37427633,-0.99381806,-0.822723,0.52873369,-6.2401697,-18.532929,17.069994,-34.60532,18.393132,1.3756048,1.1904055,0.7455997,0.89408857,0.69664964,1.3905461,1.3589312,1.3060124,1.2502547,0.73141061,0.76808105,0.7381436,1.5794786,1.547566,0.69150527,0.037301619
-0.30562803,0.44200949,0.24344217,-1.0201616,0.64170084,0.60672522,-0.064902033,-0.047499244,-0.041104333,-0.31846558,0.19450611,-1.0196607,8.446405,-1.2713876,-18.210963,-31.651121,-30.394077,1.576179,0.68975258,0.97162125,0.73830999,1.2259742,1.0985657,0.69397656,1.6141269,1.1302911,1.5527122,1.0837451,1.5033133,1.3864639,0.99897974,0.65249343,0.034402945
0.90505927,0.053652646,0.10292774,-0.79682672,0.34274364,1.0105759,0.98521976,-0.7463261,0.24830412,-0.67258798,-0.73577699,-0.58095465,-1.1106467,23.36045,-10.91471,26.469592,24.4247,1.564083,1.0924664,1.0829652,0.99647939,1.6790463,1.2813707,0.79685601,1.3589355,1.379043,1.2253941,0.79913387,0.79298957,1.4757044,1.464282,1.6373455,-0.028897367
-0.85706623,-0.50979678,-0.40296471,0.64579806,-0.90295198,0.17775556,-1.0594424,0.18480887,0.93246629,1.0685169,0.59148605,-1.0922218,-30.569269,22.296255,23.165245,-1.731208,23.587884,1.6485026,1.3830277,0.99633595,1.3683301,0.72390854,0.68082768,1.1208473,1.3806542,1.0048693,0.9382811,1.0904059,1.1021911,0.72521375,1.617452,1.3656872,0.0056015528
0.5874747,-0.33837232,-0.11261454,0.72523699,-0.6356195,0.44296574,0.92138369,-0.47116656,0.11628033,-0.68967415,0.18102489,-1.0896344,23.661331,5.9868005,30.156734,-25.763733,8.933898,1.2053525,1.0090725,1.2314857,1.3299031,1.6811126,1.3587602,1.5823856,1.0548915,1.6618075,1.3483824,1.4629416,1.1595325,1.6129234,0.85413741,1.237431,0.024903438
0.68524092,0.079666889,-0.29954623,-0.69965222,-0.38768401,0.17208459,0.38966943,0.20999235,-0.2378456,0.51979659,-0.86210154,0.62724633,-13.608182,-22.711075,4.961092,11.073352,-20.181095,0.67009739,1.3768285,0.75605656,1.2925546,0.81446483,1.21047,0.91855601,1.3708782,1.5505525,1.5351747,1.3820095,0.68295196,1.1236435,1.1259503,1.0466147,-0.013470264
-0.044176396,0.82813775,0.31323399,-0.15726563,0.17263277,0.80642423,0.42717156,-0.63762652,-0.30229952,-0.7927032,-0.72486683,0.25942811,-20.261591,13.439435,-13.423331,4.0805457,-18.268393,0.92168641,1.4834652,1.6993989,1.0469282,1.1719793,0.80617045,1.4567248,1.6740738,0.65793029,1.6343618,1.0186976,1.3007609,1.1885906,0.69291522,1.6261729,-0.0025783914
-0.49583646,-1.0772271,0.35631644,0.42070816,0.6877378,0.26153288,-0.44753657,-0.77424774,-0.61922162,-1.0462451,-0.11881262,-0.087333946,-32.213857,31.708056,7.3049154,-6.2873357,28.749469,0.90984557,0.92443965,1.557273,1.0867994,1.388058,1.5410659,1.6951374,0.82375612,0.91906958,1.602458,1.3619523,1.6820201,0.86170076,1.3046482,1.4225855,0.0089148879
0.040993129,0.6485771,-0.37709384,0.032800996,-0.69148724,0.49601119,-0.3843268,-0.58023581,1.0511818,-0.47649148,0.78396575,-0.98389896,30.366229,-4.7864073,-15.148277,-7.0851783,-10.591764,1.0883905,0.82969582,0.99770439,1.2676329,0.90639058,1.6564092,0.91989993,0.85808045,1.3581847,1.360274,0.7749056,0.9883854,1.0934191,1.3448586,1.0379018,0.0051318576
-1.0657669,-0.55438831,0.045393342,-0.16694843,0.16833837,-0.99778971,0.59821093,-0.22198815,0.94299277,-0.14131339,-0.010176254,0.49865094,-0.011814379,11.435738,-19.557471,17.583605,-12.347304,1.6078652,0.88964331,1.5850815,1.2151754,1.2532653,0.92928349,1.0676618,1.0419835,1.0171279,1.1688195,1.2495032,0.70100537,1.0972091,0.99340209,1.408892,-0.01937679
