"theta1","theta2","theta3","theta4","theta5","theta6","theta7","theta8","alpha1","alpha2","alpha3","alpha4","alpha5","alpha6","alpha7","alpha8","a1","a2","a3","a4","a5","a6","a7","a8","d1","d2","d3","d4","d5","d6","d7","d8","y"
0.41681224,-0.38832605,-1.5079622,-1.0928124,-1.1481281,-0.92740957,-1.5314518,-0.041725069,-0.78539816,1.5707963,-1.5707963,0.78539816,1.5707963,-1.5707963,0,0,0.2274113,0.43659144,0,0,0.26605981,0.36149348,0.14692445,0,0,0,0,0.3995937,0,0.29867631,0,0.38065067,0.40543979
1.4476578,-0.85085175,0.26442621,-1.1422325,0.77134342,-1.3839651,0.049883752,-0.40902275,-0.78539816,0.78539816,-0.78539816,0.78539816,0.78539816,1.5707963,0,-1.5707963,0,0.29849119,0.30342476,0.21361337,0.1914001,0,0.24782257,0.31739476,0,0.38060258,0,0,0,0.33874811,0.35222772,0.30973584,0.7384732
-1.5233841,0.46309435,1.5017294,0.011281845,1.1184101,0.97006428,-0.99552005,0.41705422,0.78539816,0,-0.78539816,0,-1.5707963,0.78539816,-1.5707963,1.5707963,0.17233531,0.28162102,0,0.32975843,0.13580595,0.25042712,0.43250859,0,0,0.2953676,0,0.33045501,0,0.23151573,0,0.30700577,0.40192423
1.1822816,0.032829517,-1.1546228,-0.12751442,-0.56861539,0.0059207286,-1.0212787,1.0307348,0.78539816,1.5707963,1.5707963,0.78539816,-1.5707963,-0.78539816,1.5707963,0.78539816,0.19423205,0.28924662,0.25582484,0.3445807,0.33901783,0.31078298,0.32589998,0.35125562,0.29862658,0,0.34315707,0,0,0,0,0,1.7880191
0.46847395,0.81043654,-0.93884386,1.0710969,0.59942826,-0.49682616,0.19600989,-1.1925194,0.78539816,-1.5707963,-0.78539816,0.78539816,0,1.5707963,-1.5707963,0.78539816,0.36798766,0.38215101,0,0,0.17970201,0,0.26936695,0.18476811,0,0.28607033,0,0,0.2409791,0,0,0,1.0589946
0.94909126,1.5109565,1.1524439,1.2066255,0.77362077,-0.80771404,-0.42804897,0.028101099,1.5707963,-0.78539816,-0.78539816,1.5707963,0,1.5707963,1.5707963,0,0.33022433,0,0.22655481,0,0.21250276,0.22857973,0.24877979,0.38418221,0.32044325,0,0.19594775,0,0.34099195,0,0.35006091,0,0.97671277
-1.4369138,-0.78756453,-1.0672742,0.81708399,0.82905651,0.98929664,-1.3412509,-1.476829,0.78539816,0.78539816,0.78539816,1.5707963,0.78539816,0,-1.5707963,-1.5707963,0.25501533,0,0.20907915,0.26559718,0.27151419,0,0,0.401667,0.29719749,0,0.25955877,0.24893935,0,0.4039378,0.26825945,0.41844773,1.6157146
-0.45600742,1.3693932,0.083358608,-0.14220678,0.68268778,0.8371045,1.1633682,-0.54361784,-0.78539816,0.78539816,-1.5707963,0.78539816,0.78539816,1.5707963,0,0,0,0.3240468,0.31527858,0.3336556,0,0,0.31046463,0.2504889,0,0.34232665,0,0,0,0,0.30834598,0.3918318,1.7301184
0.21823648,-1.4797498,-1.3068072,-0.63434758,1.085631,-0.16988662,0.42329149,-1.4473464,0,1.5707963,0,0,1.5707963,0,0.78539816,-0.78539816,0.32739493,0,0,0.41150001,0.37235796,0.41335887,0.43503703,0.31524327,0,0.52507213,0,0.36121845,0.30313429,0,0,0,1.3782816
-1.3131792,-0.91469803,-1.5169816,1.2569252,1.0732316,-1.222169,-1.261432,-1.4197141,-0.78539816,1.5707963,-0.78539816,0,1.5707963,0.78539816,-0.78539816,1.5707963,0.2659687,0.36013042,0,0.33051159,0.32727551,0.34112406,0.23760858,0,0,0,0,0.25585609,0,0.2426184,0,0.30040694,1.4377895
-1.2028617,-0.34772939,-0.92560342,0.55014241,0.53631955,0.69329661,0.068933991,-0.67410324,-1.5707963,-1.5707963,1.5707963,-0.78539816,-1.5707963,1.5707963,0,0.78539816,0.44070174,0.35866787,0.38490643,0.42205328,0.28390697,0.38196863,0,0.31628278,0.27406748,0.31164144,0,0,0.37320405,0.36177106,0,0.16704877,2.068352
1.1472066,1.1476338,-1.0967778,1.320672,1.1820415,-0.86022494,-0.19123881,-0.30138773,-1.5707963,-1.5707963,-1.5707963,-1.5707963,0,0.78539816,0,1.5707963,0.30731731,0,0.3418186,0,0,0.30744775,0.26763754,0.30845375,0,0,0,0.16580874,0.32509953,0,0,0,0.98072126
0.2395713,-1.0470197,-1.2000156,0.36189517,0.24867119,1.0983887,0.62114777,0.11816097,0.78539816,0.78539816,0.78539816,0,0.78539816,1.5707963,-0.78539816,1.5707963,0,0,0.15175943,0.30237192,0.19707962,0.35907932,0,0.36480079,0,0.29934003,0.38196786,0.31075152,0.35750058,0.18701387,0,0,2.0680943
0.27598966,1.5675227,-0.04208226,-0.41819331,-0.83220588,-0.51368384,-0.38761342,1.0444784,-0.78539816,1.5707963,1.5707963,0,-0.78539816,-1.5707963,1.5707963,0,0.29205621,0.30712368,0.31196362,0.11075842,0.23290785,0.20618466,0,0.26407271,0,0,0.29554876,0,0,0,0.28304852,0,1.3815209
1.0817379,0.37166124,1.0242082,1.0813719,0.504367,0.87917275,1.346077,0.90696047,0,0,0.78539816,-0.78539816,-1.5707963,-1.5707963,0,0.78539816,0.30776622,0.25153021,0.47270736,0,0,0.24811337,0.34988608,0.41096454,0.31189506,0,0.27622265,0,0.41636971,0.14388114,0,0,1.268298
-0.21910455,-0.54356879,-0.0091417012,0.29346789,0.014299447,1.5697659,-0.039452034,-0.19428601,-1.5707963,0,0.78539816,0,0.78539816,1.5707963,1.5707963,0,0.14465954,0.30640819,0.34655016,0.32399808,0.25879363,0.33325454,0,0.42604917,0.38363024,0,0.3159843,0.23683855,0,0.324039,0,0,1.5011245
-0.66854161,1.2981603,-0.18006222,-0.95199438,-0.038211342,-1.3331234,0.034470068,1.2853841,-1.5707963,-0.78539816,0.78539816,-1.5707963,1.5707963,0.78539816,-1.5707963,-0.78539816,0.41778248,0.27650869,0.44406038,0.29352429,0.25625891,0.15458616,0,0.35560594,0,0,0.3185793,0,0,0,0,0,1.5276135
0.041597324,-1.4489306,1.4488922,1.0470389,1.5217892,1.0048027,-1.4837834,0.014603652,0.78539816,1.5707963,-1.5707963,0.78539816,-0.78539816,1.5707963,-0.78539816,0.78539816,0.31534383,0.3800028,0.16936044,0,0.32900829,0.33977035,0.26157239,0.29149409,0,0,0.3833902,0.27044009,0.40323927,0,0.13514196,0.30132193,0.44047282
1.44286,0.19364934,-0.025504709,-1.401045,-1.127149,-0.18993668,-0.40760916,1.1263554,-0.78539816,1.5707963,1.5707963,-0.78539816,0.78539816,0,-1.5707963,-0.78539816,0,0,0.31736186,0.46430925,0,0.28377286,0.18587697,0,0,0,0,0,0.24087864,0,0.20960412,0.36323882,1.3047349
-0.34903151,-0.81918529,1.5534992,-0.11587711,0.24083516,1.3452224,-0.88899965,-0.0024335562,0,-1.5707963,-0.78539816,-1.5707963,0.78539816,0,0,-0.78539816,0.35942718,0,0.35767942,0,0.37194587,0.19636475,0.3091314,0,0,0.32879729,0,0,0.2439921,0.21350018,0,0.33859459,1.2261292
0.084704068,0.47979738,-0.51384072,0.1172902,1.5178382,0.5745389,-0.98049594,-1.5418787,0.78539816,-0.78539816,-1.5707963,0,1.5707963,0.78539816,0,0.78539816,0,0.28692944,0.16437962,0.33722977,0.25759321,0.2282829,0,0.23931278,0,0.32127931,0.35394943,0.28005739,0.25258301,0.26662202,0,0.32635817,0.96232568
1.5279467,0.821171,0.40441694,-1.3709527,-1.161477,0.91363927,-0.56971881,0.31040971,-1.5707963,0.78539816,0.78539816,0,1.5707963,1.5707963,-1.5707963,0.78539816,0,0.30443667,0.13417234,0,0.41167678,0.32674408,0.19345039,0.29989309,0.17050066,0,0,0,0.34449108,0.31831148,0,0.25605768,1.1495162
-0.9860975,-1.4393729,-1.2766005,1.2539256,0.92422536,1.4215435,0.06936653,0.31240326,1.5707963,-1.5707963,0.78539816,-1.5707963,0,0,1.5707963,0,0.31845266,0,0.2300249,0,0,0.21296147,0.30057112,0.34873604,0.31293137,0.32703226,0,0.18111726,0,0.21427954,0,0.35732162,0.49428781
0.34446647,-0.50727181,0.5652233,-0.46825873,-0.33482465,-0.80543668,0.14842341,0.12771906,0.78539816,-1.5707963,1.5707963,1.5707963,1.5707963,1.5707963,-1.5707963,0,0,0.1687994,0.29539926,0.26833506,0.38241848,0.27686233,0.29154072,0,0,0,0.3160324,0.29919914,0.40256919,0,0,0.41313384,1.2505596
0.14690489,-0.26136579,-0.82831057,-1.0187196,0.059553519,-1.2520653,-1.0741262,-1.2480477,0.78539816,1.5707963,0.78539816,1.5707963,1.5707963,1.5707963,0,0.78539816,0.28348031,0.42084558,0,0,0,0,0.20042942,0.30871205,0.40114987,0,0.34913468,0,0.24386258,0.25510243,0,0,0.59241049
-0.78742613,1.2589269,0.15777749,0.2621023,0.64052104,-1.0009173,0.81219352,0.31639698,-1.5707963,1.5707963,-1.5707963,1.5707963,0,1.5707963,-1.5707963,0.78539816,0,0.21771387,0.31639985,0.22126079,0,0.17228324,0.29191288,0.24085412,0.33263385,0.35709115,0,0.28590793,0,0.22755871,0,0.31020347,1.3661199
-0.4853818,0.90416506,0.41855658,0.65450542,1.5567363,0.8839918,0.65860754,1.3860832,1.5707963,-1.5707963,0,1.5707963,1.5707963,1.5707963,0,1.5707963,0,0.27269092,0,0.16047487,0,0,0.28937315,0.29503181,0.27564438,0,0.2869513,0,0,0.18721578,0,0.37269801,1.1414401
0.63489359,-1.3336552,0.52094154,-0.15432875,1.1521562,-0.48762959,0.82479799,-1.4686255,0,-0.78539816,0.78539816,0.78539816,0.78539816,-1.5707963,-1.5707963,-0.78539816,0.20741744,0.45877491,0.43721851,0,0.27565756,0.26247474,0.30098817,0.45993821,0,0.30688666,0.14434183,0.26533712,0,0,0.33796877,0,2.020068
1.4319527,-0.9125615,-0.16580951,-0.16768092,-0.20461868,1.0178456,0.95899464,1.4526615,1.5707963,1.5707963,1.5707963,-1.5707963,-1.5707963,-1.5707963,-1.5707963,-1.5707963,0.3450121,0,0,0.34271114,0.41263096,0.39882131,0.24632467,0.35555497,0,0,0,0,0.33610018,0.30406488,0,0.35270356,1.4482307
-1.3932058,-1.3194973,-0.28910615,1.0368336,-0.35197889,-0.090278633,0.076269719,0.0953655,0.78539816,0,0.78539816,0,0.78539816,0.78539816,-1.5707963,1.5707963,0.28664162,0.31205338,0,0.28039811,0.14669068,0.3609421,0.23798992,0,0.21612614,0,0,0,0.41834915,0,0.35021368,0,1.7743905
1.0605818,-0.19917962,1.3259758,-0.78277332,0.91883048,-1.2855456,-1.4330215,-1.3429796,0.78539816,0.78539816,1.5707963,-0.78539816,-1.5707963,-1.5707963,-1.5707963,0.78539816,0.28977364,0.37727821,0.27235825,0.20356112,0.30283946,0.36718451,0,0.21080533,0,0,0,0,0,0.19840132,0.32117005,0,1.0257936
1.3881062,0.43417279,-0.77760865,-0.24310768,1.3013063,-0.71350427,-0.40712631,-0.18302725,-0.78539816,0.78539816,-0.78539816,-1.5707963,0,-0.78539816,0.78539816,-1.5707963,0.39947426,0.27745238,0.2068863,0,0.14837152,0,0,0,0,0,0.30425318,0.26958506,0,0.28630474,0,0.37293841,1.2426417
-0.0384546,0.8616179,-1.5301242,0.28073245,-0.40195127,-1.170863,0.24204889,-0.2467828,-0.78539816,-0.78539816,0,-0.78539816,0,-0.78539816,0,0.78539816,0.28232043,0.27193719,0,0,0.30220853,0.47293882,0.26683653,0,0,0.10188339,0.31763864,0,0,0,0.34400934,0,1.093421
-0.26891683,1.0667016,-1.0149498,0.58612974,-0.95201066,-0.31179383,-0.14236132,1.2269556,0,1.5707963,1.5707963,-0.78539816,0,-0.78539816,-0.78539816,1.5707963,0.308073,0.4439087,0.28917202,0.31978958,0.31610914,0.32915473,0.19161144,0,0.27284354,0.24254465,0,0,0,0.37659081,0.30649551,0.3181807,1.3947477
0.44171926,0.39216119,-0.0082739801,-0.83070716,-0.45753513,0.82592489,-1.378243,-1.167339,0,1.5707963,-0.78539816,-1.5707963,-0.78539816,1.5707963,0,0.78539816,0.28041082,0.13584045,0,0,0,0.41382065,0.17653352,0,0.25407876,0,0.35617415,0.25196389,0.37191636,0.22975359,0.25022683,0.37361461,1.353225
-1.0867327,0.50297059,-0.5990583,0.43166161,0.99927267,-0.17859156,-1.3673065,0.43049416,0,0.78539816,0.78539816,0,1.5707963,-0.78539816,0.78539816,-1.5707963,0,0,0.29597445,0.23511232,0,0.4331555,0.19120638,0.23390895,0.33520269,0,0.26136546,0.36690402,0.23849929,0,0.31953196,0,1.9331906
0.97192186,-1.1910549,0.16915316,-0.1842621,0.71730582,1.4678608,-0.5899372,-0.20817936,0.78539816,-0.78539816,-0.78539816,1.5707963,1.5707963,0,0,0.78539816,0,0.17165169,0,0.31325469,0.39502116,0,0.29769543,0.35245635,0,0,0,0,0,0,0,0.27720923,1.3896317
-1.3886829,-0.70120262,-0.99842879,-1.346233,-0.38710779,0.11772281,-0.63609233,0.035939685,0.78539816,-1.5707963,0,-1.5707963,1.5707963,0.78539816,0.78539816,-0.78539816,0,0.35013097,0.25256464,0,0.37035037,0,0.36307511,0.22423359,0,0.25313323,0,0,0.16197363,0,0.29323553,0.35625306,0.59798785
-1.2874098,-1.3486703,-0.51035899,-1.055552,-0.087939538,-1.451268,-0.13595303,-1.0247683,-1.5707963,1.5707963,0.78539816,0,0.78539816,-0.78539816,0.78539816,-1.5707963,0,0.27727793,0.26969251,0.2765955,0.2277505,0.34384925,0.422589,0.41529105,0.45059944,0.26720231,0.25876156,0,0,0,0,0.40721833,0.69257743
0.58180621,-1.360949,0.46686519,-1.0951908,-0.27987331,-0.86652643,0.7138611,0.12109436,-0.78539816,0.78539816,1.5707963,0.78539816,1.5707963,-0.78539816,0,0.78539816,0.36594711,0.31792612,0.2745059,0.19819517,0.35457321,0.33548852,0.30131976,0,0,0.28915495,0.35287234,0.39193631,0.29063049,0.2325778,0.30508816,0,1.0265574
-0.11290065,0.00074790736,0.0037083752,-0.50519144,0.9724411,1.2526158,0.90207669,-0.12322732,-0.78539816,-1.5707963,-0.78539816,-1.5707963,1.5707963,0.78539816,0.78539816,0.78539816,0.26174165,0,0,0,0.16407617,0.29136429,0.10205497,0.31342697,0.31621851,0,0,0,0.27695717,0.29282622,0.29527262,0.16913925,1.5380279
0.70345164,1.0986213,1.3877499,0.72920367,0.3731916,-1.5292903,-1.4120231,-0.28112694,0,1.5707963,1.5707963,-1.5707963,0.78539816,-0.78539816,-0.78539816,-0.78539816,0.28366727,0.31548146,0.20991195,0.2593576,0.37019864,0.35643386,0,0.40982462,0.20901613,0.16843402,0,0.29072592,0.33817926,0,0,0,1.3249728
1.2177475,-0.79308276,0.43567306,-0.69542203,-1.2333412,-0.53696516,1.022198,-1.2885038,-0.78539816,1.5707963,0,0.78539816,1.5707963,0.78539816,-0.78539816,1.5707963,0.35861815,0,0,0,0.26076534,0.34456423,0.26429211,0.27355395,0.28160925,0,0.2708638,0.38565337,0,0,0,0,0.39036903
1.1699024,-0.6786242,1.486059,0.53150346,1.4307519,0.89772945,-0.93060224,1.3579461,-0.78539816,0,-0.78539816,0,-1.5707963,0.78539816,1.5707963,-0.78539816,0.25848134,0,0.29607744,0.30038753,0.41549157,0.33787261,0.28307937,0.396252,0,0.22873206,0.32934403,0,0,0,0,0,1.0202147
0.25817232,0.5627403,-1.3592718,0.38008398,1.2136385,-0.73880116,-1.4568604,0.12078871,0.78539816,0.78539816,1.5707963,-1.5707963,0.78539816,1.5707963,-0.78539816,-0.78539816,0,0.39878321,0,0.31397942,0.13760036,0,0.24141598,0.30269497,0,0,0,0.25893249,0.3057179,0,0,0,0.15659068
-0.28082228,-1.1079526,-1.1399979,0.62868751,1.1748048,0.034569055,-0.1925359,-0.11046317,0,1.5707963,-0.78539816,0,1.5707963,0.78539816,-1.5707963,0.78539816,0.34393486,0,0.22499535,0,0.26874063,0.38460321,0.35844813,0,0.34842138,0.26686443,0.30213275,0.36260822,0.2844669,0,0.29523917,0.31215101,1.6723415
-0.68820254,0.72406537,-1.1632529,-0.65985913,-0.43024886,0.75367188,0.061643799,-0.6782442,-1.5707963,0,0.78539816,0.78539816,1.5707963,-0.78539816,-1.5707963,1.5707963,0.33020105,0.28270678,0.28006979,0.32787221,0.36774113,0.3555031,0.29253561,0,0,0,0.1939847,0,0,0,0.18961466,0.3343709,1.0921363
0.23779254,0.47330148,0.26545031,0.36174972,0.94577345,-0.84448205,0.50573209,-1.3105284,-0.78539816,0,0,-1.5707963,-0.78539816,1.5707963,-1.5707963,1.5707963,0.48450225,0.32104771,0.19670493,0.24703436,0.36455841,0.33003937,0.32993295,0,0,0,0,0.2625819,0.11886083,0,0,0,1.4941472
-1.3355525,0.048538743,-1.0234294,-0.55873704,-0.47301319,1.4382708,-1.5374649,-0.57373447,-1.5707963,0.78539816,-0.78539816,0,0.78539816,1.5707963,-1.5707963,1.5707963,0.33886475,0.29133654,0,0.15536832,0,0.19527024,0.37571563,0.26422391,0.43480974,0.41598864,0,0.21506981,0,0,0.4112175,0,1.3730126
1.3264177,0.36020653,0.14212274,1.0463911,0.060162524,-0.44128814,0.57054484,1.0063692,0,-0.78539816,-0.78539816,0,1.5707963,0.78539816,0,0.78539816,0,0,0.28834156,0.26838191,0.34792505,0.30474808,0.38470062,0.26334453,0.27989901,0,0.33228712,0,0.23566963,0.35253765,0,0.4347555,1.6708694
0.17977077,-0.80483525,0.83183856,0.62337592,-0.13243304,-1.5544322,0.14200953,-0.85624513,0.78539816,-0.78539816,1.5707963,0.78539816,0.78539816,1.5707963,0.78539816,0,0.2209146,0,0.40737895,0,0,0,0.33199332,0.2585448,0.30262606,0,0,0,0,0.31781722,0.27389907,0,0.47737253
-1.172897,0.6137802,-1.1864496,-0.96936548,0.17382167,-0.26036505,0.28316055,-0.43352608,-0.78539816,-0.78539816,0.78539816,0.78539816,0,0.78539816,0.78539816,-0.78539816,0.3513475,0.20101302,0.19426289,0.32907441,0.24748634,0,0,0,0.25445608,0,0.24105905,0.28655829,0.34436151,0.1955582,0,0.2963656,1.0064682
-0.18015118,0.69444674,0.54959011,0.67861849,1.5596434,-0.52325288,-0.99330578,-0.066823754,-1.5707963,-1.5707963,-0.78539816,1.5707963,-0.78539816,-0.78539816,-0.78539816,0.78539816,0,0.43113647,0.30688289,0.18982793,0.25494766,0.34650307,0.2949837,0.40986719,0,0.24958383,0,0.39549743,0,0.25393496,0,0,2.2242787
1.0654264,-0.45710954,-1.4459508,1.2663146,-1.3409822,-0.10235592,1.2968791,0.27679819,-0.78539816,1.5707963,-1.5707963,0,0.78539816,1.5707963,0,1.5707963,0,0.30539998,0.31714122,0.32386015,0.33986935,0,0.31441654,0.21432228,0,0,0.27372206,0,0.25651561,0,0,0.30628318,1.0099967
0.77170029,1.4722348,0.66721254,1.496953,1.4157159,-0.48570987,-1.4680346,0.81080875,-1.5707963,1.5707963,0,-0.78539816,1.5707963,0.78539816,-0.78539816,1.5707963,0,0.35965815,0.39317682,0.24950346,0.26545044,0.33930561,0.21167565,0.30857797,0.38106202,0.33665401,0,0.30370486,0,0,0.26336969,0.21310439,1.1524721
-0.25165534,-0.98750756,-0.0055825561,0.42175916,1.0732543,-0.83917318,-1.3741337,-1.2183259,0.78539816,0.78539816,-1.5707963,-0.78539816,0.78539816,-1.5707963,-1.5707963,0.78539816,0.32828893,0.41733898,0.17801987,0.24695068,0.35257623,0.38853709,0,0.35524208,0,0,0,0,0,0.26576888,0,0,1.6813187
1.3492218,0.35552054,-0.075542943,-0.44680786,-1.0933025,0.03976881,-0.76484688,0.61561545,1.5707963,-1.5707963,-0.78539816,1.5707963,-1.5707963,0,-0.78539816,1.5707963,0.31095644,0,0.26152121,0,0.29080684,0.3139283,0.36807494,0.38980094,0,0.35243661,0,0.23879927,0.34168094,0,0,0.32052559,1.4514961
0.59684463,0.062395486,-0.61101463,0.54345497,1.237796,0.011288232,1.2257581,-1.2479534,-1.5707963,-1.5707963,0.78539816,-0.78539816,0.78539816,0,1.5707963,0,0.25269706,0.28856987,0.21611262,0.23259723,0.34417886,0,0.24361408,0.26460353,0.33023216,0.39629199,0.28526478,0.360989,0.31389337,0,0.37170778,0,1.2130817
-1.1735077,-0.22512481,-1.1950723,-1.3780608,-1.2474977,0.29626831,-0.042879,-1.2426369,0,0,0,-1.5707963,1.5707963,-0.78539816,1.5707963,-0.78539816,0,0.3192205,0.3012312,0.35987619,0.43720236,0,0.14620134,0.30896445,0,0.41909267,0,0.27840857,0,0,0.27773519,0.19260653,1.396297
-1.2163969,1.5030847,0.79858618,0.95405091,0.044730504,0.94494195,0.88847366,0.58686068,-1.5707963,1.5707963,-1.5707963,0,0,0,0.78539816,0.78539816,0.32009234,0.15975175,0.21707986,0,0.22765476,0.29319059,0.19196723,0,0.28571207,0,0.2496109,0.40650816,0.21007524,0.27854268,0,0,0.74236371
-0.70480853,1.2288915,1.1496072,0.65418728,-0.64858959,0.4813209,-0.040716595,0.54338555,0,0.78539816,1.5707963,-0.78539816,-0.78539816,-1.5707963,-0.78539816,1.5707963,0.33876557,0.30370399,0,0,0.27961506,0,0,0.17738536,0,0.43062413,0.33812477,0.27926463,0.27654758,0,0.18684978,0.27189274,0.98159085
0.11389105,0.93691584,1.0821784,1.4927092,-0.79458788,0.27188131,-1.5082078,1.0634006,0,1.5707963,0,0,1.5707963,0,0.78539816,1.5707963,0.37875684,0,0.37478055,0,0.25681732,0,0,0.42427812,0,0.23081956,0.31412894,0,0,0.22519265,0,0,1.2999235
0.054721622,-0.78034913,0.82150933,-0.19237343,-0.52141885,1.5568971,0.4443182,0.090220676,-1.5707963,-0.78539816,0,-0.78539816,0.78539816,1.5707963,0,0.78539816,0,0.32995308,0.30220173,0.32566656,0.36728095,0.34871708,0.38596657,0.42755128,0,0.3935826,0,0.28536203,0,0.32445127,0.32023692,0.38033097,2.0322619
-1.0406916,1.4840391,1.1406248,0.48274274,-1.2766286,0.78062078,0.60245792,0.15720245,0,1.5707963,1.5707963,0,0,0.78539816,0.78539816,-1.5707963,0,0.29525886,0.33122842,0.40338328,0.32040751,0.1627513,0,0,0,0,0.39003789,0,0,0.30076505,0.32214499,0,1.1101738
