"theta1","theta2","theta3","theta4","theta5","theta6","theta7","theta8","alpha1","alpha2","alpha3","alpha4","alpha5","alpha6","alpha7","alpha8","a1","a2","a3","a4","a5","a6","a7","a8","d1","d2","d3","d4","d5","d6","d7","d8","y"
0.10055077,-0.22012195,-0.050103747,-0.14685181,-0.10316665,0.23729769,-0.30380838,0.23722207,0.39269908,0.39269908,-0.39269908,0,0,0.39269908,0,0,0.30360336,0,0,0.28964315,0.28946115,0,0,0,0.27676264,0.31180897,0.28043759,0,0.2986581,0,0.28999422,0.29490279,1.7033863
0.23071842,-0.29747619,-0.15173215,0.18270507,0.13146747,-0.22251452,-0.049701503,-0.29783657,0,0.39269908,0.39269908,0.39269908,-0.39269908,0.39269908,-0.39269908,-0.39269908,0,0.30452496,0.29773786,0.34420615,0,0,0.31665902,0.27357051,0,0,0,0,0.29580512,0,0.30648214,0,1.5363192
0.2655975,-0.30599535,-0.076645237,-0.12350962,0.1382395,-0.13057065,0.21563476,0.032166102,0.39269908,-0.39269908,0,0,-0.39269908,0,-0.39269908,0,0,0.30595738,0,0.29355713,0.305267,0.31081031,0.29304161,0.29092803,0.30018182,0.302128,0.30209899,0,0.3018658,0,0,0.32276614,1.8877083
0.065106581,-0.28456534,0.070943811,-0.19593476,-0.058134805,-0.036350355,-0.21480164,0.14703713,0,0.39269908,0.39269908,0,0,0,0,0,0,0,0.3163761,0.29472645,0.31268215,0.29426366,0.30659611,0.30186134,0.30773521,0.29138543,0,0,0.30606312,0,0,0.31785773,1.9271776
-0.0096555281,-0.17427928,0.10921251,0.21618899,-0.077672736,0.20023937,0.14901226,-0.028624958,0.39269908,-0.39269908,0,-0.39269908,-0.39269908,0,0,0,0.30398771,0.28536096,0,0.30216726,0.29222847,0.2870653,0,0.2720529,0.32337587,0,0.30261873,0.27634901,0.32051932,0,0.29105323,0.29484101,1.9804008
-0.0035310836,-0.28497937,0.023947007,-0.27482986,-0.29591312,-0.27070051,-0.0090316857,0.2575434,0,-0.39269908,-0.39269908,-0.39269908,-0.39269908,-0.39269908,0.39269908,0.39269908,0.30294408,0.30430998,0.31131605,0,0.2791663,0.2795442,0.30177197,0,0,0,0.29415199,0,0.29484958,0,0,0.31817594,1.6242794
-0.017216923,0.29002295,-0.079385287,-0.30828626,-0.25263943,0.065686546,0.038125136,-0.11574511,0,0,0.39269908,-0.39269908,0,-0.39269908,-0.39269908,0.39269908,0.32095575,0.29721302,0.29125284,0.27565851,0,0.31274164,0,0.2793745,0,0.28886624,0,0.29912897,0.30357996,0.29416201,0.2807834,0.29306051,2.4168162
0.29211315,-0.13534811,-0.2826142,0.19127991,-0.26449473,-0.0093808775,0.043543325,-0.15843089,0,0.39269908,0.39269908,0,0,0,-0.39269908,-0.39269908,0.30785977,0.29226541,0,0.28358382,0.29874117,0.29858408,0.29170802,0.29556724,0.29239839,0,0,0,0,0.30221172,0,0,1.8745097
-0.25894051,-0.27905469,-0.30265954,0.067986798,-0.2572882,-0.15459605,-0.19862459,-0.027149201,-0.39269908,-0.39269908,0.39269908,0.39269908,0.39269908,0,-0.39269908,-0.39269908,0.29212103,0,0,0.31044319,0,0.29841223,0.30589721,0,0,0,0.29304407,0.29023435,0,0.26780671,0.30878503,0.30261462,1.3594026
0.12033992,-0.0042913211,0.13239703,-0.30730232,-0.051763388,0.23389473,0.30797942,0.12204344,-0.39269908,0,0,0.39269908,0.39269908,0,-0.39269908,-0.39269908,0,0.29710786,0.28769988,0,0,0.32158588,0.29498147,0.27384995,0.30418901,0,0,0,0,0.30196901,0,0.30933517,1.4636116
-0.016760696,-0.21031407,0.17144122,-0.056129469,-0.26187021,0.11869511,-0.0026664741,-0.20481447,0.39269908,-0.39269908,-0.39269908,0,0,0.39269908,0,0.39269908,0,0.32810034,0.30774688,0.27750708,0.29611442,0.28402767,0.31533475,0,0.3066747,0,0,0,0,0,0,0.30122631,1.6253642
-0.021166157,-0.11131635,0.23871777,-0.31250447,-0.14794653,-0.28089867,0.12150242,0.05600535,0,0.39269908,0.39269908,0,-0.39269908,0.39269908,0.39269908,0,0.29374929,0.2919963,0.2634392,0.25116513,0,0.31154723,0.30350422,0.30689976,0.3082245,0.28810914,0.28702657,0,0.29334313,0,0.3118503,0.28952517,2.3566078
0.066303185,-0.2794384,0.15975243,0.15405631,-0.076269075,-0.084547104,0.27333754,-0.28104876,0.39269908,0,0.39269908,-0.39269908,-0.39269908,0,0.39269908,-0.39269908,0.27822207,0,0.30611354,0.30101782,0.2868667,0.29992978,0.31798228,0,0.30297048,0.29750699,0,0.30733888,0.31010456,0.29573945,0,0,2.1761879
-0.0041481333,0.02568007,-0.049894561,0.22735729,-0.23940999,-0.011781696,-0.094628252,-0.14282949,0.39269908,-0.39269908,0.39269908,-0.39269908,-0.39269908,-0.39269908,0,0.39269908,0.28900897,0.31779641,0.30690485,0.28201061,0.30139288,0.32263613,0,0.28613663,0.28573014,0.30574868,0,0,0.31776883,0.28774429,0,0,2.1689377
-0.066686904,0.11346792,0.10853495,0.13825738,0.1699103,-0.025297441,0.19754754,0.14633298,0.39269908,0.39269908,-0.39269908,0,-0.39269908,0,0,0.39269908,0.32392477,0.30794052,0,0,0.28061461,0.28620016,0,0.30258194,0,0.31380872,0.31773318,0.30298809,0,0,0,0,1.5246707
-0.16991183,-0.00033232276,0.069518122,-0.28138331,0.14422201,-0.11361035,0.010839534,-0.032329471,0.39269908,0.39269908,-0.39269908,-0.39269908,-0.39269908,-0.39269908,0.39269908,-0.39269908,0.31660792,0.32863242,0.28835494,0.3160429,0,0,0.29550361,0,0,0.29271523,0,0,0.29867495,0.3054551,0.30625564,0,1.6663965
0.026303478,-0.25368299,0.11945754,0.24515655,-0.16673161,0.04252651,-0.28342981,0.30625346,0,-0.39269908,-0.39269908,0.39269908,0,0.39269908,0.39269908,-0.39269908,0.27750614,0,0,0,0.308726,0,0.2850023,0,0.31657859,0.313504,0,0.30865302,0,0.30138189,0.3003629,0.30101297,1.6526712
-0.16235203,0.13685436,-0.16296564,-0.12299024,0.070927629,0.16039945,-0.28122696,0.2587265,-0.39269908,0,0.39269908,0.39269908,0.39269908,0,0,-0.39269908,0.28799375,0.29744857,0.32555238,0,0,0.33103709,0.28369627,0.29585299,0.28992125,0.29446645,0,0,0.28922861,0.33291206,0,0.32321301,1.9673664
0.083245398,-0.15996613,0.024270261,0.13155164,-0.064488919,-0.01579203,-0.26623233,-0.31055636,0,-0.39269908,0.39269908,0,-0.39269908,0,0.39269908,0.39269908,0.31309702,0.26371317,0.30215737,0.3101619,0.31907726,0,0.30427902,0.30810677,0.30533849,0,0,0,0,0.2958554,0.31550748,0.30857827,2.0237681
0.16501243,-0.034059827,-0.045327991,-0.30549178,0.21866652,0.093173656,0.19985021,-0.10838843,-0.39269908,-0.39269908,0,0,0.39269908,-0.39269908,0.39269908,0.39269908,0.28902464,0.30767932,0,0,0.27541651,0.33445334,0.30657272,0.31450949,0,0.28529505,0,0.30525955,0.30500935,0.29311098,0.28533873,0.3122827,2.1029565
-0.22541112,0.27602645,0.30083353,0.029901337,-0.10305748,0.18720111,0.29809905,-0.061178161,-0.39269908,0,0.39269908,0,0,-0.39269908,-0.39269908,0,0.30593138,0.29264706,0,0,0.30186691,0.27053531,0.27506717,0.32416167,0.30195405,0.31789506,0.30295219,0,0,0,0.3195835,0.30899543,1.7385804
-0.24052836,0.041273008,0.011793094,0.28619254,0.2597438,-0.043120653,-0.27754076,0.0092016358,0,0,0.39269908,-0.39269908,-0.39269908,0,-0.39269908,0,0.28460923,0,0.27619613,0,0.32346694,0.29157355,0,0,0.30609052,0,0,0,0.30563054,0,0,0,1.0068761
0.1925736,0.11566009,-0.11847904,-0.13578447,-0.07671049,0.036422358,0.16832022,0.26792661,-0.39269908,-0.39269908,0.39269908,-0.39269908,0.39269908,0.39269908,-0.39269908,0.39269908,0.27943513,0,0.28717393,0.30075452,0.31362468,0.30788427,0.31441462,0.29957775,0.32639324,0.30736379,0,0.32253511,0.2921987,0,0,0,2.1264602
-0.039996048,0.087245699,-0.15699134,-0.24394974,-0.28488022,-0.1946756,-0.25822467,-0.18590439,0.39269908,0,0,-0.39269908,0.39269908,0,-0.39269908,-0.39269908,0,0.33041291,0.29802844,0.27383782,0.28268296,0,0.32155965,0.31027897,0.30509169,0,0.30077584,0,0,0.30460521,0.31410566,0.29793452,2.2188005
-0.059799237,0.26387781,-0.30614896,-0.14511745,0.14357755,-0.2635343,-0.20365167,0.30568259,-0.39269908,0.39269908,0,-0.39269908,0.39269908,-0.39269908,-0.39269908,-0.39269908,0.2968977,0.29420738,0.30367007,0.28621756,0.28940648,0,0.31201529,0.31813354,0,0.29416775,0.29133329,0.29700644,0.3186046,0.3004651,0.31655022,0,2.5767811
0.29245739,-0.0045365808,-0.21977121,0.189949,-0.013660015,-0.24760806,-0.19505047,-0.27551597,0.39269908,0.39269908,0.39269908,0.39269908,-0.39269908,-0.39269908,-0.39269908,0.39269908,0.30473842,0.27546191,0.29127635,0,0,0.31010721,0.29368908,0.29584678,0,0,0.29641814,0,0,0.31085586,0.28667422,0,1.7295973
0.30161818,0.022856872,0.25281805,-0.20519391,0.14629279,0.13257071,0.098408807,0.22245267,0.39269908,-0.39269908,0.39269908,0,-0.39269908,0,0.39269908,0,0,0,0.30122192,0,0.2859023,0.29903915,0.31477352,0.29647371,0.31010421,0,0,0.29777808,0,0.29969592,0,0.3236401,1.4853641
0.17756346,-0.20395633,0.21187898,-0.25934112,-0.10058136,-0.29414035,-0.0066624594,-0.13525682,0,0.39269908,0,-0.39269908,-0.39269908,0.39269908,0,-0.39269908,0.30311943,0.29623992,0,0.30755415,0.30358178,0.31623996,0.28330438,0.27503583,0,0.31581809,0.29088479,0,0,0,0.30581159,0,2.1866383
0.095446427,0.070883651,0.049580565,0.15017779,0.082562433,0.29949217,0.10519774,-0.029904664,0,0,-0.39269908,0.39269908,0,0,-0.39269908,0,0.27983847,0.28164948,0.31300706,0.30229653,0.3067164,0.31102493,0.2876302,0,0.30225476,0.3088768,0,0,0.2752761,0,0.28769273,0.30593199,2.1388656
-0.20195183,-0.027621189,0.098074654,0.26120967,0.089362506,0.23434226,0.28987324,-0.082416037,0.39269908,-0.39269908,-0.39269908,0.39269908,0.39269908,-0.39269908,-0.39269908,0.39269908,0.30688765,0,0,0.32116099,0.29091229,0.28564556,0,0.30567448,0.31186098,0.31046701,0,0.29099742,0.29403076,0.28974583,0.3134611,0.27554132,2.0855584
-0.27008358,0.30657683,-0.20347599,0.11683842,0.20794034,0.14570399,0.28968185,-0.15741288,0.39269908,0.39269908,0,0,-0.39269908,0,-0.39269908,0,0.30410972,0.315192,0,0,0.316164,0.30524989,0,0.29323244,0,0,0,0,0.28965678,0,0.29246366,0.28486446,1.3268637
0.19196927,0.011939694,0.23682783,-0.03248697,0.00030062542,0.026063238,0.1068262,-0.30644463,0,0,0,0,0,0.39269908,0.39269908,0.39269908,0,0.29506072,0.3008652,0.28462249,0.2855726,0.27178595,0,0,0,0,0.32129237,0,0.29347614,0,0,0,1.2946071
0.17773606,0.18363398,0.035748176,0.14707209,0.035527023,0.20006754,-0.22561565,-0.019872208,0.39269908,0.39269908,-0.39269908,0.39269908,0.39269908,0,-0.39269908,0.39269908,0,0.31431321,0,0.30605247,0,0.28975659,0,0.30849375,0.31156236,0.28845962,0,0.27634386,0.30301971,0,0,0,1.4210447
-0.25487413,0.20616895,-0.095148271,-0.086326173,-0.096504427,-0.25978404,-0.0048482701,0.19653306,0,-0.39269908,-0.39269908,-0.39269908,0.39269908,-0.39269908,-0.39269908,0,0.2991091,0.31985865,0.31346509,0.30434235,0,0,0.28908876,0,0,0.32223327,0.28590371,0,0,0,0,0,1.4413506
0.25615938,0.032166529,0.2689128,0.12220243,-0.11696215,0.22584132,0.042885826,0.10072397,0.39269908,0,0.39269908,0,-0.39269908,-0.39269908,0,0,0.29362916,0.30359435,0.33561755,0,0.32002691,0.29325736,0.28990943,0.32064903,0,0,0,0,0.27835173,0,0,0,1.876374
0.16281214,0.056450592,0.0041144514,0.036546208,-0.26340595,0.068526852,0.022931071,0.24325195,-0.39269908,0.39269908,0.39269908,0.39269908,-0.39269908,0,-0.39269908,0.39269908,0.29919028,0.28097315,0,0.2927217,0,0,0.27841951,0.29135216,0,0,0.29954515,0,0,0.31978249,0.30786845,0.28319775,1.4893599
0.1670242,-0.15145473,-0.181257,-0.29822607,-0.18861612,-0.20411959,-0.01869706,-0.082220453,-0.39269908,0,0.39269908,-0.39269908,0,0,-0.39269908,0,0.31909997,0.30073889,0.30795825,0.31470374,0.28585432,0.28892192,0.31217348,0,0.2965324,0.29427202,0,0,0.31618281,0.29397467,0.30147339,0.30805608,2.5348395
-0.1183008,-0.28174846,0.29047535,-0.0157339,0.082438831,0.10706982,0.018112114,0.30413379,0.39269908,0.39269908,0.39269908,0.39269908,0.39269908,0.39269908,-0.39269908,0.39269908,0,0,0.29675345,0.30989369,0,0.30886391,0.29673034,0,0,0,0.30818319,0.31159092,0.30163669,0.31629289,0,0,1.7831264
-0.082261937,-0.27560983,-0.21012057,0.28206009,-0.079311814,0.29827088,0.31341041,0.29446671,-0.39269908,0,0,-0.39269908,0.39269908,0.39269908,0,0,0.29300924,0.31528257,0.28483637,0.29729504,0.27330642,0.29802996,0.32762264,0.2844076,0.28724248,0.26906812,0,0,0,0,0.29882187,0.31045327,2.4633474
-0.22377011,0.21041571,0.28009239,0.15033295,0.17715124,-0.22068621,-0.1088647,-0.025404208,0.39269908,0,0,0.39269908,-0.39269908,0,-0.39269908,0,0.27868101,0,0.31086706,0.28744113,0,0.3003924,0.30931284,0.31578303,0,0.27165625,0.28897679,0.30293633,0.27212062,0,0,0,1.8008101
0.29743852,0.14701714,-0.25970126,0.12970141,0.25469526,-0.070939766,0.26392347,-0.16714323,0,-0.39269908,-0.39269908,0.39269908,0,-0.39269908,0,0,0.31082964,0.28355034,0.30052793,0.31071443,0.29545414,0.29255318,0.30326422,0.29676066,0.29996593,0,0,0.27034303,0,0.3080488,0.28653974,0.31038304,2.3445397
0.082471075,0.020674257,0.012083102,0.13381371,0.25505147,0.26107918,-0.21881669,-0.10377728,0,0.39269908,-0.39269908,0,0.39269908,0.39269908,0,0,0,0,0,0,0.29821952,0.28015376,0,0.31452306,0.27815623,0.31570337,0,0,0,0.30993736,0.29038442,0.28792413,1.3853705
0.022273143,-0.13313054,-0.082660512,-0.062950367,0.081583772,0.18743024,-0.24899797,-0.30747208,0.39269908,-0.39269908,0.39269908,0.39269908,0.39269908,-0.39269908,0,0.39269908,0.26818174,0.29460285,0.29346118,0.27935667,0.30812328,0.29843525,0.31232496,0.29477484,0.28832841,0.29881865,0,0,0.30003391,0,0,0,2.1278549
0.072471033,-0.2889824,-0.025010882,-0.012803146,-0.29754421,-0.038338944,0.29218829,-0.12899642,0.39269908,0.39269908,0.39269908,0,0,-0.39269908,0.39269908,-0.39269908,0.30945148,0.31748421,0.31177309,0,0.29033017,0,0.30669542,0,0,0,0.30002298,0.31004808,0,0,0,0.29136973,1.8283866
-0.058884808,-0.075279986,0.20279743,-0.21161231,-0.28515048,0.28960671,-0.16367605,-0.12491196,-0.39269908,0.39269908,0,0.39269908,0,-0.39269908,0,-0.39269908,0.29633577,0.31806599,0.2833995,0.30708308,0.31212868,0.29029278,0.28576737,0,0,0,0,0.30575572,0,0.2838499,0,0.28358662,2.074679
-0.033229184,0.092278506,0.23472011,-0.27112383,-0.21220187,-0.14092307,0.2668881,0.022280343,0,0,-0.39269908,0,0.39269908,0,0.39269908,-0.39269908,0.28845495,0.31173416,0.291375,0,0.31584039,0,0.28673471,0.3210546,0,0,0.31263421,0,0,0,0.3199238,0,1.7562654
-0.072847389,0.2467547,0.30391738,-0.29032322,0.05938281,0.27706179,0.10893129,-0.1120796,0,-0.39269908,0.39269908,0,-0.39269908,0,0,-0.39269908,0,0.3038504,0,0,0.28946977,0.32558351,0.28903717,0,0.30013394,0,0.31159012,0,0.29631414,0.27606119,0,0,1.2773961
-0.28895165,-0.13637727,0.013282338,0.18318297,-0.0045551455,0.096530023,0.061649198,0.040816083,-0.39269908,0,0.39269908,0,-0.39269908,0.39269908,0,0,0.30919975,0.29614917,0.29594387,0.28769533,0.28607723,0.30942288,0.30690036,0,0,0,0.30565542,0.28427899,0,0,0,0,1.9830248
-0.31001568,0.21208411,0.046559636,0.27122417,0.013765411,0.13404192,-0.30777157,0.22976666,0,-0.39269908,0,0.39269908,0.39269908,0,0,-0.39269908,0,0.32843138,0,0.30657219,0,0,0,0.29775789,0,0.28223483,0,0.30355232,0,0.29972023,0,0.29486825,1.2219276
-0.1160305,0.17603629,-0.11008256,0.24054919,0.30879554,0.015601672,0.20847116,0.27070878,0.39269908,0,0,-0.39269908,0.39269908,-0.39269908,0.39269908,0.39269908,0,0,0.28272947,0.26903489,0.30223561,0.29471838,0.29453842,0,0.31255579,0,0,0,0,0,0.30425417,0,1.3206538
-0.17700906,0.096989284,0.24061977,0.23843988,0.043545428,-0.12307933,-0.1696325,0.29598758,0.39269908,0,0.39269908,0.39269908,0,0,-0.39269908,0,0,0.29948999,0.28510769,0.30406149,0.30300216,0.3003069,0,0.28327743,0.31886139,0.28719941,0.29027821,0.30180232,0.29343827,0,0.31714163,0.27762657,2.4748034
-0.076211203,0.2597967,0.21768055,-0.14186393,0.16169502,0.13058642,0.049273339,0.013189109,-0.39269908,0.39269908,-0.39269908,0.39269908,-0.39269908,0,-0.39269908,0,0.31425032,0.27741317,0.29931365,0,0,0.29518871,0.30948586,0,0,0.2832133,0.28918817,0.31757721,0,0,0.31928919,0.30577625,1.713812
-0.13553319,-0.25169402,0.24723291,0.17312693,0.0012051137,0.14815351,-0.010253939,-0.17867695,-0.39269908,0.39269908,-0.39269908,0,-0.39269908,0.39269908,0,-0.39269908,0.28516674,0.28305828,0,0.28720804,0.29398477,0,0.29532228,0,0,0.32763173,0.29078067,0,0.30577004,0.30548434,0,0.2996386,1.6641116
0.22792855,-0.062915382,0.041269664,-0.044408475,0.069183458,-0.25122203,0.011946595,-0.27550274,-0.39269908,0.39269908,0.39269908,-0.39269908,0,-0.39269908,0.39269908,0.39269908,0,0.28588817,0,0.27906012,0,0,0.30397749,0.29359685,0,0,0,0.29034577,0.28619819,0.30564698,0,0,1.1506618
0.036872009,0.18579181,-0.14017265,0.31273659,0.27928672,-0.19590223,-0.13962766,0.04758,-0.39269908,-0.39269908,0.39269908,-0.39269908,-0.39269908,0.39269908,0.39269908,0,0,0,0,0.30392352,0.32060414,0.30163963,0,0.28303639,0,0.3158672,0.31465089,0.30048643,0,0.26425022,0,0,1.3910272
-0.19703049,-0.25287138,-0.062717921,0.21839708,-0.037064192,-0.27420838,0.096196206,0.10606127,0,0.39269908,-0.39269908,0,-0.39269908,0.39269908,0.39269908,0.39269908,0,0.29173698,0.31921804,0.32006366,0,0,0,0.29461238,0,0,0.31207747,0.30596214,0,0.30687582,0,0.26357012,1.4778162
-0.27973064,0.27466519,0.041625122,0.27489886,0.19893929,0.28981814,0.24824007,0.13579089,0.39269908,-0.39269908,-0.39269908,0.39269908,0,0,0.39269908,-0.39269908,0.30300604,0.30217197,0.2987579,0.26912567,0.31430321,0.29517611,0.3075003,0,0.28224068,0,0,0.29602597,0,0,0,0,1.6577841
0.13064186,-0.27556542,-0.092117283,-0.038315448,0.058760895,-0.12237454,-0.26236684,-0.060087773,-0.39269908,0,0,0,-0.39269908,0,-0.39269908,0,0.30175599,0.30316424,0.30485473,0,0.30125165,0.28134639,0,0,0.284968,0,0,0.293983,0.30517108,0,0.29999112,0.29828573,1.7934564
0.27750684,0.049075928,-0.1631171,-0.15528967,0.081641729,-0.095133173,0.16742915,-0.2570514,0,-0.39269908,-0.39269908,0,0.39269908,0,0.39269908,0.39269908,0.29117717,0.28658723,0.29626647,0.30934132,0,0.29132013,0,0.27864328,0,0.29489952,0.288006,0.27967816,0,0.2900498,0.30670768,0,1.999331
-0.21109209,0.28998893,-0.022858337,-0.27745449,0.20248046,0.11592702,-0.030255909,-0.20136473,-0.39269908,0,0,0.39269908,0,0,-0.39269908,0.39269908,0,0.30953062,0,0.30079062,0.27785743,0.31108489,0.28286664,0.29348064,0,0,0,0.27603809,0,0,0,0.31226682,1.6057452
0.21404462,-0.30390203,-0.080099499,0.25433611,0.17603285,-0.16788721,0.098109615,0.22047758,-0.39269908,-0.39269908,-0.39269908,0.39269908,0,0,0.39269908,0.39269908,0.30102034,0.30460463,0,0.30884376,0.29198492,0,0,0,0.30813046,0,0,0,0,0.27682442,0.31454218,0,1.2064437
